978-4-002709-69-7,48855,2017/07/29,３．１１後の子どもと健康 保健室と地域に何ができるか,ｻﾝｲﾁｲﾁ ｺﾞ ﾉ ｺﾄﾞﾓ ﾄ ｹﾝｺｳ ﾎｹﾝｼﾂ ﾄ ﾁｲｷ ﾆ ﾅﾆｶﾞ ﾃﾞｷﾙ ｶ,,,岩波ブックレット Ｎｏ．９６９,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 969,大谷 尚子／著 白石 草／著 吉田 由布子／著,ｵｵﾀﾆ ﾋｻｺ ｼﾗｲｼ ﾊｼﾞﾒ ﾖｼﾀﾞ ﾕｳｺ,,374.9,ｵ,,岩波書店,2017,95p,21cm,660,17033410,国が原発事故後の子どもたちの健康に対して責任ある政策をとっていない今、地域で暮らす住民や学校の関係者は、一体何をすべきなのか。子どもたちの健康を守るために立ち上がった、養護教諭や地域住民などの活動を紹介する。,ガッコウホケン　フクシマダイイチゲンシリョクハツデンショジコ　学校保健　福島第一原子力発電所事故（２０１１）,図書費,白山商会,660,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-70-3,48856,2017/08/28,自死は、向き合える 遺族を支える、社会で防ぐ,ｼﾞｼ ﾜ ﾑｷｱｴﾙ ｲｿﾞｸ ｵ ｻｻｴﾙ ｼｬｶｲ ﾃﾞ ﾌｾｸﾞ,,,岩波ブックレット Ｎｏ．９７０,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 970,杉山 春／著,ｽｷﾞﾔﾏ ﾊﾙ,,368.3,ｽ,,岩波書店,2017,70p,21cm,580,17038410,“自殺大国”と言われる日本。その一方で、自死遺族の「その後」はタブー視され続けてきた。自死はなぜここまで隠され、遠ざけられるのか。自死遺族問題を取材し、自死と向き合うルポルタージュ。『世界』連載に加筆・修正。,ジサツ　自殺,図書費,白山商会,580,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-71-0,48857,2017/08/28,経済的徴兵制をぶっ潰せ！ 戦争と学生,ｹｲｻﾞｲﾃｷ ﾁｮｳﾍｲｾｲ ｵ ﾌﾞｯﾂﾌﾞｾ ｾﾝｿｳ ﾄ ｶﾞｸｾｲ,,,岩波ブックレット Ｎｏ．９７１,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 971,雨宮 処凛／著 入江 公康／著 栗原 康／著 白井 聡／著 高橋 若木／著 布施 祐仁／著 マニュエル・ヤン／著,ｱﾏﾐﾔ ｶﾘﾝ ｲﾘｴ ｷﾐﾔｽ ｸﾘﾊﾗ ﾔｽｼ ｼﾗｲ ｻﾄｼ ﾀｶﾊｼ ﾜｶｷﾞ ﾌｾ ﾕｳｼﾞﾝ ﾔﾝ ﾏﾆｭｴﾙ ﾏﾆｭｴﾙﾔﾝ,,392.1,ｱ,,岩波書店,2017,93p,21cm,660,17038411,高い学費、ヤミ金まがいの奨学金、ブラックバイト、厳しい就活…。待ち受けるのは、大学の崩壊と戦争ができる国だ－。気鋭の論者たちが危機に際して集い、抵抗の声を発する。２０１６年４月に開催されたシンポジウムを再構成。,ジエイタイ　ガクセイ　自衛隊　学生,図書費,白山商会,660,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-72-7,48877,2017/09/26,メディアに操作される憲法改正国民投票,ﾒﾃﾞｨｱ ﾆ ｿｳｻ ｻﾚﾙ ｹﾝﾎﾟｳ ｶｲｾｲ ｺｸﾐﾝﾄｳﾋｮｳ,,,岩波ブックレット Ｎｏ．９７２,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 972,本間 竜／著,ﾎﾝﾏ ﾘｭｳ,,323.1,ﾎ,,岩波書店,2017,52 12p,21cm,520,17042629,国の将来を決める憲法改正国民投票。国民投票法の問題点「広告は無制限」の危険性などを解説するとともに、メディア規制の具体案と欧州諸国の規制例、衆参憲法審査会と民放連への要望等を示す。,ケンポウカイセイコクミントウヒョウホウ　コウコク　憲法改正国民投票法　広告,図書費,白山商会,520,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-73-4,48878,2017/09/26,《自粛社会》をのりこえる 「慰安婦」写真展中止事件と「表現の自由」,ｼﾞｼｭｸｼｬｶｲ ｵ ﾉﾘｺｴﾙ ｲｱﾝﾌ ｼｬｼﾝﾃﾝ ﾁｭｳｼ ｼﾞｹﾝ ﾄ ﾋｮｳｹﾞﾝﾉｼﾞﾕｳ,,,岩波ブックレット Ｎｏ．９７３,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 973,安 世鴻／編 李 春煕／編 岡本 有佳／編,ｱﾝ ｾﾎﾝ ﾘ ﾁｭﾆ ｵｶﾓﾄ ﾕｶ ｱﾝ ｾｲｺｳ ﾘ ｼｭﾝｷ,,316.1,ｱ,,岩波書店,2017,77p,21cm,620,17042631,世界的カメラメーカーが、予定された「慰安婦」写真展を突如中止。その真の理由を明らかにしようと、裁判に訴えた写真家が勝訴した。事件から５年。健全な社会のために、「自粛社会」の実像を問い直す。,ヒョウゲンノジユウ　イアンフ　表現の自由　慰安婦,図書費,白山商会,620,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-74-1,48880,2017/10/26,教育勅語の何が問題か,ｷｮｳｲｸﾁｮｸｺﾞ ﾉ ﾅﾆ ｶﾞ ﾓﾝﾀﾞｲ ｶ,,,岩波ブックレット Ｎｏ．９７４,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 974,教育史学会／編,ｷｮｳｲｸｼｶﾞｯｶｲ,,372.1,ｷ,,岩波書店,2017,71p,21cm,580,17047945,道徳教育を荒廃・形骸化させ、「不敬」だらけの抑圧社会を生み、アジアに大きな歪みをもたらした教育勅語の歴史を考察する。２０１７年６月に教育史学会が開催したシンポジウムの報告・討議の成果。,ニホン キョウイク　キョウイクチョクゴ　日本 教育　教育勅語,図書費,白山商会,580,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-75-8,48881,2017/10/26,リニア新幹線が不可能な７つの理由,ﾘﾆｱｼﾝｶﾝｾﾝ ｶﾞ ﾌｶﾉｳ ﾅ ﾅﾅﾂ ﾉ ﾘﾕｳ,,,岩波ブックレット Ｎｏ．９７５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 975,樫田 秀樹／著,ｶｼﾀﾞ ﾋﾃﾞｷ,,516.8,ｶ,,岩波書店,2017,63p,21cm,520,17047946,事業費１０兆円を超す巨大事業、リニア中央新幹線。だが、解決のつかない多くの問題が、工事の前に横たわっている。リニア問題を追及してきたジャーナリストが、現場に足を運んでつぶさに検証し、７つの課題として論じる。,リニアモーターカー　リニアモーターカー,図書費,白山商会,520,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-76-5,48920,2018/01/11,スノーデンが語る「共謀罪」後の日本 大量監視社会に抗するために,ｽﾉｰﾃﾞﾝ ｶﾞ ｶﾀﾙ ｷｮｳﾎﾞｳｻﾞｲ ｺﾞ ﾉ ﾆﾎﾝ ﾀｲﾘｮｳ ｶﾝｼ ｼｬｶｲ ﾆ ｺｳｽﾙ ﾀﾒ ﾆ,,,岩波ブックレット Ｎｏ．９７６,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 976,スノーデン／述 軍司 泰史／著,ｽﾉｰﾃﾞﾝ ｴﾄﾞﾜｰﾄﾞ J. ｸﾞﾝｼﾞ ﾔｽｼ ｽﾉｰﾃﾞﾝ,,316.1,ｸﾞ,,岩波書店,2017,71p,21cm,580,17057999,米国による大規模な個人情報収集の実態を告発した元ＣＩＡ職員スノーデン。彼が読み解く共謀罪の本質、米国の監視システムに組み込まれる日本社会の現実とは。市民のための自由な社会を取り戻すために、何をすべきかを問う。,スノーデン エドワード　Ｊ．　プライバシー　チアン ホウレイ　プライバシー　治安 法令,図書費,白山商会,563,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-77-2,48940,2018/01/30,保育園は誰のもの 子どもの権利から考える,ﾎｲｸｴﾝ ﾜ ﾀﾞﾚ ﾉ ﾓﾉ ｺﾄﾞﾓ ﾉ ｹﾝﾘ ｶﾗ ｶﾝｶﾞｴﾙ,,,岩波ブックレット Ｎｏ．９７７,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 977,普光院 亜紀／著,ﾌｺｳｲﾝ ｱｷ,,369.4,ﾌ,,岩波書店,2018,63p,21cm,520,18002256,待機児童政策はこれでいいのか？　保育園は誰のもの？　誰のための「便利」？　子どもにとって最良の保育とは何か。日本が批准している「子どもの権利条約」に立ち戻り、原点から問い直す。,ホイクショ　保育所,図書費,白山商会,506,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-004312-54-3,48848,2017/07/29,中国の近現代史をどう見るか,ﾁｭｳｺﾞｸ ﾉ ｷﾝｹﾞﾝﾀﾞｲｼ ｵ ﾄﾞｳ ﾐﾙｶ,,,岩波新書　新赤版 １２５４ シリーズ中国近現代史 ６,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1254 ｼﾘｰｽﾞﾁｭｳｺﾞｸｷﾝｹﾞﾝﾀﾞｲｼ 6,西村 成雄／著,ﾆｼﾑﾗ ｼｹﾞｵ,,222,ﾆ,,岩波書店,2017,212 4p,18cm,840,17032239,強い軍事的、政治的、経済的な圧力の下、中国はどう変わろうとしてきたのか。清末の嘉慶帝から習近平まで、「２００年中国」という独自の視点で、歴史的ダイナミズムの源泉をさぐる。,チュウゴク レキシ キンダイ　中国 歴史 近代,図書費,白山商会,840,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-45-9,48766,2017/04/10,憲法改正とは何だろうか,ｹﾝﾎﾟｳｶｲｾｲ ﾄﾜ ﾅﾝﾀﾞﾛｳ ｶ,,,岩波新書　新赤版 １６４５,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1645,高見 勝利／著,ﾀｶﾐ ｶﾂﾄｼ,,323.1,ﾀ,,岩波書店,2017,219p,18cm,820,17009154,憲法改正とは、最高法規である憲法を変更する最高の権力作用。改正による体制転換のシナリオの考察からその帰結を抉り出す。「改正手続法」の問題点と、安倍首相の憲法観の危うさなども論じる。,ケンポウ ニホン　ケンポウカイセイ　憲法 日本　憲法改正,図書費,ＴＲＣ,820,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-46-6,48767,2017/04/10,裁判の非情と人情,ｻｲﾊﾞﾝﾉﾋｼﾞｮｳﾄﾆﾝｼﾞｮｳ,,,岩波新書　新赤版 １６４６,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1646,原田 国男／著,ﾊﾗﾀﾞ ｸﾆｵ,,327.6,ｻ,,岩波書店,2017,187p,18cm,760,17009153,有罪率９９％といわれる日本の刑事裁判で、２０件以上の無罪判決を言い渡した元東京高裁判事が、思わず笑いを誘う法廷での一コマから、裁判員制度、冤罪、死刑まで、知られざる仕事と胸のうちを綴る。『世界』連載を書籍化。,ケイジサイバン　刑事裁判,図書費,ＴＲＣ,760,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-47-3,48768,2017/04/10,人びとの自然再生 歩く、見る、聞く,ﾋﾄﾋﾞﾄﾉｼｾﾞﾝｻｲｾｲ ｱﾙｸﾐﾙｷｸ,,,岩波新書　新赤版 １６４７,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1647,宮内 泰介／著,ﾐﾔｳﾁ ﾀｲｽｹ,,361.7,ﾋ,,岩波書店,2017,206 8p,18cm,780,17009152,人と自然の相互関係とはどういうものか。自然をめぐる合意形成とは。各地のさまざまな〈いとなみ〉を歩き、見て、聞いた著者が、災害時や都市部での実践も含めながら、自然とコミュニティのこれからを活きいきと描きだす。,カンキョウシャカイガク　シゼンホゴ　環境社会学　自然保護,図書費,ＴＲＣ,780,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-48-0,48769,2017/04/10,系外惑星と太陽系,ｹｲｶﾞｲﾜｸｾｲﾄﾀｲﾖｳｹｲ,,,岩波新書　新赤版 １６４８,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1648,井田 茂／著,ｲﾀﾞ ｼｹﾞﾙ,,445,ｹ,,岩波書店,2017,200p,18cm,820,17009151,天文学の革命的な進展により、いまや太陽系外に数千個もの惑星が発見されている。その姿は、太陽系とは何か、地球とは何かという根本的な問いへとわれわれを誘う。系外惑星研究の現在と、その面白さを伝える。,ワクセイ　タイヨウケイ　惑星　太陽系,図書費,ＴＲＣ,820,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-49-7,48770,2017/04/10,北原白秋 言葉の魔術師,ｷﾀﾊﾗﾊｸｼｭｳ ｺﾄﾊﾞﾉﾏｼﾞｭﾂｼ,,,岩波新書　新赤版 １６４９,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1649,今野 真二／著,ｺﾝﾉ ｼﾝｼﾞ,,911.5,ｷ,,岩波書店,2017,272 2p,18cm,880,17009150,童謡から短歌、象徴詩まで、様々なジャンルで名作を残した近代文学の巨匠、北原白秋。一面のみ取り上げられることの多かった作家の全貌を辿り、他に類のない広大な言語宇宙の秘密に迫る。,キタハラ ハクシュウ　北原白秋,図書費,ＴＲＣ,880,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-50-3,48780,2017/04/12,日本の近代とは何であったか 問題史的考察,ﾆﾎﾝﾉｷﾝﾀﾞｲﾄﾜﾅﾝﾃﾞｱｯﾀｶ ﾓﾝﾀﾞｲｼﾃｷｺｳｻﾂ,,,岩波新書　新赤版 １６５０,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1650,三谷 太一郎／著,ﾐﾀﾆ ﾀｲﾁﾛｳ,,210.6,ﾆ,,岩波書店,2017,276 4p,18cm,880,17015740,政党政治、資本主義、植民地帝国、そして天皇制。これらの成り立ちから浮かび上がる、日本近代の特質とは。バジョットが提示したヨーロッパの「近代」概念に照らしながら、日本近代のありようについて問題史的に考察する。,ニホン レキシ キンダイ　日本 歴史 近代,図書費,ＴＲＣ,880,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-004316-51-0,48781,2017/04/12,シリア情勢 終わらない人道危機,ｼﾘｱｼﾞｮｳｾｲ ｵﾜﾗﾅｲｼﾞﾝﾄﾞｳｷｷ,,,岩波新書　新赤版 １６５１,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1651,青山 弘之／著,ｱｵﾔﾏ ﾋﾛﾕｷ,,302.2,ｼ,,岩波書店,2017,169 15p,18cm,780,17015746,「今世紀最悪の人道危機」と言われ、幾多の難民を生み出しているシリア内戦。なぜ、かくも凄惨な事態が生じたのか。混乱発生以降のシリア国内外の動きを具体的、網羅的に記述し、複雑な中東の地政学を読み解く。,シリア　シリア,図書費,ＴＲＣ,780,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-004316-52-7,48782,2017/04/12,中国のフロンティア 揺れ動く境界から考える,ﾁｭｳｺﾞｸﾉﾌﾛﾝﾃｨｱ ﾕﾚｳｺﾞｸｷｮｳｶｲｶﾗｶﾝｶﾞｴﾙ,,,岩波新書　新赤版 １６５２,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1652,川島 真／著,ｶﾜｼﾏ ｼﾝ,,319.2,ﾁ,,岩波書店,2017,224p,18cm,820,17015752,活動をグローバルに拡大させている中国。その存在が浸透する最前線では何が起きているか。アフリカ、東南アジア、金門島などを訪ね歩いた研究者が、現地の目線で「ふくらむ中国」を見つめ直す。『ＵＰ』連載等を加筆修正。,チュウゴク タイガイカンケイ　中国 対外関係,図書費,ＴＲＣ,820,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-53-4,48783,2017/04/12,グローバル・ジャーナリズム 国際スクープの舞台裏,ｸﾞﾛｰﾊﾞﾙｼﾞｬｰﾅﾘｽﾞﾑ ｺｸｻｲｽｸｰﾌﾟﾉﾌﾞﾀｲｳﾗ,,,岩波新書　新赤版 １６５３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1653,沢 康臣／著,ｻﾜ ﾔｽｵﾐ,,070.4,ｸ,,岩波書店,2017,251 3p,18cm,860,17015755,世界一斉に報じられた「パナマ文書」の裏には各国記者たちの「史上最大の作戦」があった。ビジネスも犯罪も国境を越える時代、記者たちは一匹狼から国際協力に舵を切り、デジタル技術で武装する。国際調査報道の可能性を報告。,ジャーナリズム　グローバリゼーション　ジャーナリズム　グローバリゼーション,図書費,ＴＲＣ,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-54-1,48784,2017/04/12,モラルの起源 実験社会科学からの問い,ﾓﾗﾙ ﾉ ｷｹﾞﾝ ｼﾞｯｹﾝ ｼｬｶｲｶｶﾞｸ ｶﾗ ﾉ ﾄｲ,,,岩波新書　新赤版 １６５４,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1654,亀田 達也／著,ｶﾒﾀﾞ ﾀﾂﾔ,,361.4,ｶ,,岩波書店,2017,172 2p,18cm,760,17015757,「群れ」や「仲間」を大きく超えて人々がつながる現代、私たちが対立を乗り越え、平和で安定した社会を築くにはどうしたらよいのか。「実験社会科学」という新たなアプローチで、メタモラルの可能性を文理横断的に探る。,シャカイシンリガク　シャカイドウトク　社会心理学　社会道徳,図書費,ＴＲＣ,760,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-55-8,48785,2017/04/12,『レ・ミゼラブル』の世界,ﾚﾐｾﾞﾗﾌﾞﾙﾉｾｶｲ,,,岩波新書　新赤版 １６５５,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1655,西永 良成／著,ﾆｼﾅｶﾞ ﾖｼﾅﾘ,,953.6,ﾚ,,岩波書店,2017,204 3p,18cm,780,17015761,「レ・ミゼラブル」がしばしば難解なところがあるにもかかわらず、「世界の名作」として読まれ続けている理由とは何か。作品の成立の過程を辿り、歴史的背景を参照しながら、作品に込められたユゴーの思想を読み解く。,ユゴー ヴィクトル・マリ　レミゼラブル　レ・ミゼラブル,図書費,ＴＲＣ,780,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-56-5,48808,2017/05/01,作家的覚書,ｻｯｶﾃｷ ｵﾎﾞｴｶﾞｷ,,,岩波新書　新赤版 １６５６,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ ｾﾝﾛｯﾋﾟｬｸｺﾞｼﾞｭｳﾛｸ,高村 薫／著,ﾀｶﾑﾗ ｶｵﾙ,,914.6,ｻ,,岩波書店,2017,214p,18cm,780,17021205,今というこの時代、日本というこの国に生きることへの本能的な危機意識が、生来の観察者を発言者に変える－。一生活者の視点から、ものを言い、日々の雑感を綴った時評集。『図書』連載を書籍化。,,図書費,白山商会,780,新書書架,,,,,False,,,,False,,,,False,False,True,,
