978-4-820594-89-5	0090004147	2003/12/01	作家の自伝　４７／萩原朔太郎		作家の自伝　４７	萩原　朔太郎／國生　雅子．解説／日本図書センター	910.28	ﾆ	43	日本図書センター	1997	299	22	2003
	0090004148	2003/12/01	俳句大観		辞典	麻生　磯次	903	ｱｲ		明治書院	1971	643	27	2003
	0090004149	2003/12/01	日本国語大辞典　１２／せさ−たくん		辞典	小学館／日本大辞典刊行会．編	813.1	ｼ	12	小学館	1976	716	30	2003
978-4-875491-22-4	0090004154	2003/12/06	日本国勢図会　１９９９／２０００　【第５７版】			矢野　恒太郎記念会．編	358.1	ｺ	1999/2000	矢野恒太郎記念会	1999	542	21	2003
978-4-022200-91-4	0090004155	2003/12/06	朝日年鑑１９９１年版　／別巻・キーパースン９１		年鑑	朝日新聞社	059	ｱ	1991	朝日新聞社	1991	462	27	2003
978-4-022200-92-1	0090004156	2003/12/06	朝日年鑑１９９２年版　／別巻・キーパースン９２		年鑑	朝日新聞社	059	ｱ	1992	朝日新聞社	1992	464	27	2003
978-4-469031-16-4	0090004157	2003/12/06	漢語林		辞典	大修館書店	813.2	ﾀ		大修館書店	1988	1387	18	2003
978-4-469031-16-4	0090004158	2003/12/06	漢語林		辞典	大修館書店	813.2	ﾀ		大修館書店	1988	1387	18	2003
978-4-469031-16-4	0090004159	2003/12/06	漢語林		辞典	大修館書店	813.2	ﾀ		大修館書店	1988	1387	18	2003
978-4-469031-16-4	0090004160	2003/12/06	漢語林		辞典	大修館書店	813.2	ﾀ		大修館書店	1987	1387	18	2003
978-4-061596-03-0	0090004161	2003/12/06	江戸のまんが　／泰平の世のエスプリ		講談社学術文庫	清水　勲	726.1	ｼｲ		講談社	2003	213	15	2003
978-4-010724-04-0	0090004164	2003/12/06	旺文社　漢和辞典		辞典	旺文社／赤塚　忠．他編	813.2	ｵ		旺文社	1985	1279	18	2003
978-4-000800-68-6	0090004165	2003/12/06	岩波　漢語辞典		辞典	岩波書店／山口　明穂／竹田　晃．編	813.2	ｲ		岩波書店	1987	1228	19	2003
978-4-000800-68-6	0090004166	2003/12/06	現代日中辞典		辞典	香坂　順一／望月　八十吉／宮田　一郎．編	823	ｺｼ		光生館	1973	626	19	2003
978-4-767422-10-7	0090004168	2003/12/06	ライトハウス和英辞典		辞典	小島　義郎／竹林　滋．編	833	ｹ		研究社	1987	1757	19	2003
978-4-385103-85-3	0090004169	2003/12/06	新クラウン和英辞典　【第５版】		辞典	山田　和男／	833	ｻ		研究社	1987	1202	19	2003
978-4-010750-09-4	0090004171	2003/12/06	サンライズ和英辞典		辞典	小川　芳男	833	ｵ		研究社	1984	1642	19	2003
	0090004174	2003/12/06	いまが読める人物ファイル！		現代用語の基礎知識・別冊付録	自由国民社	059	ｼﾞ	2002	自由国民社	2001	168	26	2003
	0090004175	2003/12/06	世界事典		現代用語の基礎知識・別冊付録	自由国民社	059	ｼﾞ		自由国民社	2000	155	26	2003
	0090004176	2003/12/06	キーパースン／現代日本人名録　２００１		知恵蔵付録	朝日新聞社	281.03	ﾁﾞ	2001	朝日新聞社	2001	324	26	2003
	0090004177	2003/12/06	キーアドレス／最新・現代日本団体名簿		知恵蔵２００２・付録	朝日新聞社	059.1	ｱ	2002	朝日新聞社	2002	258	26	2003
978-4-000093-10-1	0090004186	2003/12/11	遠距離介護		岩波ブックレット６１０	太田　差恵子	367.4	ｵｻ	610	岩波書店	2003	63	21	2003
978-4-000093-11-8	0090004187	2003/12/11	公立小学校の挑戦　／「力のある学校」とはなにか		岩波ブックレット６１１	志水　宏吉	376	ｼｺ	611	岩波書店	2003	71	21	2003
	0090004189	2003/12/11	日本十進分類法　【新訂７版】			日本図書館協会・分類委員会／森　清．原編	014.45	ﾆ		日本図書館協会	1980	734	22	2003
	0090004190	2003/12/11	イビデン７０年史			イビデン株式会社社史編集室		ｲ		イビデン	1982	377	27	2003
	0090004191	2003/12/11	漱石書畫集			夏目　漱石／岩波書店	728.8	ｲ		岩波書店	1976	60	43	2003
978-4-061853-66-9	0090004194	2003/12/11	緑幻想　／グリーン・レクイエム　㈼		講談社文庫	新井　素子	913.6	ｱﾓ		講談社	1993	373	15	2003
978-4-061833-71-5	0090004195	2003/12/11	占星術殺人事件		講談社文庫	島田　荘司	913.6	ｼｿ		講談社	1992	469	15	2003
978-4-480027-81-8	0090004196	2003/12/11	脳の見方		ちくま文庫	養老　孟司	491.371	ﾖﾀ		筑摩書房	1993	295	15	2003
978-4-480028-14-3	0090004197	2003/12/11	山田かまちのノート　〈上〉１９７３−７６		ちくま文庫	山田　かまち	289.1	ﾔｶ	上	筑摩書房	1998	388	15	2003
978-4-480028-15-0	0090004198	2003/12/11	山田かまちのノート　〈下〉１９７７		ちくま文庫	山田　かまち	289.1	ﾔｶ	下	筑摩書房	1993	362	15	2003
978-4-167586-01-0	0090004199	2003/12/11	水に眠る		文春文庫	北村　薫	913.6	ｷｶ		文藝春秋	1997	254	15	2003
978-4-334028-67-1	0090004222	2003/12/11	東京殺人暮色　／ウオーター・フロント		カッパノベルス	宮部　みゆき	913.6	ﾐﾐ		光文社	1994	232	18	2003
978-4-061820-80-7	0090004223	2003/12/11	百鬼夜行　／陰		講談社ノベルス	京極　夏彦	913.6	ｷﾅ		講談社	1999	374	18	2003
978-4-061821-27-9	0090004224	2003/12/11	夢・出逢い・魔性		講談社ノベルス	森　博嗣	913.6	ﾓﾋ		講談社	2000	293	18	2003
978-4-061819-70-2	0090004225	2003/12/11	まどろみ消去		講談社ノベルス	森　博嗣	913.6	ﾓﾋ		講談社	1997	272	18	2003
978-4-063304-04-6	0090004229	2003/12/11	新機動戦記・ガンダムＷ（ウイング）外伝　／右手に鎌を左手に君を			矢立　肇／富野　由悠季．原作／皆川　ゆか．著	913.6	ﾔﾊ		講談社	1996	253	18	2003
	0090004230	2003/12/11	印象派の魅力　／花ひらく光と色彩のハーモニー		グレートアーティスト別冊	同朋舎出版		ﾄﾞ		同朋舎出版		144	30	2003
