ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
	0000004132	2003/11/18	国語学辞典		辞典	国語学会．編	803	ｺ		東京堂	1964	1249	22	2003
	0000004134	2003/08/16	野性への旅　㈼／マタギ　／狩人の記録			戸川　幸夫	384.3	ﾄﾕ		新潮社	1962	247	19	2003
	0000004159	2003/10/29	日本のやきもの　１／薩摩			吉田　光邦／．他	751.1	ﾀ	1	淡交社	1964	234	22	2003
	0000004170	2003/05/18	流人帖　／伊豆・佐渡・隠岐の流人			森末　義彰	210	ﾓﾖ		人物往来社	1964	341	20	2003
	0000004185	2003/06/08	２０世紀を動かした人々　１／世界の知識人		全集　１	久野　収．他	280	ｸｵ	1	講談社	1964	411	19	2003
	0000004193	2003/12/04	基本英語百科辞典		辞典	福原　麟太郎／岩崎　民平．監修／富原　芳彰．編	833.3	ﾌﾘ		研究社	1964	1256	22	2003
	0000004229	2003/07/02	古都好日			北条　秀司／葛西　宗誠．カメラ	291.609	ｵﾋ		淡交社	1964	217	21	2003
	0000004232	2003/05/23	マッカーサー回想記　〈下〉			ダグラス・マッカーサー／津島　一夫	210.75	ﾏ	下	朝日新聞社	1964	374	20	2003
	0000004241	2003/08/26	数の話		ライフ・サイエンス・ライブラリー	ライフ編集部．編	410	ﾊﾞ		タイムライフ	1964	201	28	2003
	0000004256	2003/04/14	漢詩大系　４　／古詩源〈上〉		漢詩大系	内田　泉之助	921	ｼ	4	集英社	1964	408	22	2003
	0000004273	2003/04/30	移動祝祭日　／ヘミングウェイ全集　８			ヘミングウェイ／福田　陸太郎．訳	933	ﾍ	8	三笠書房	1964	318	20	2003
	0000004304	2003/06/11	歌舞伎脚本集　〈下〉　／日本古典文学大系　５４		日本古典文学大系　５４	浦山　政雄．他	912.5	ｳﾏ	54	岩波書店	1961	533	22	2003
	0000004330	2003/06/11	假名法語集　／日本古典文学大系　８３		日本古典文学大系　８３	宮坂　宥勝	184	ﾐﾕ	83	岩波書店	1964	478	22	2003
	0000004331	2003/06/11	懐風藻／文華秀麗集／本朝文粋　／日本古典文学大系　６９		日本古典文学大系　６９	小島　憲之	919.3	ｺﾉ	69	岩波書店	1964	520	22	2003
	0000004332	2003/06/21	近世俳句俳文集　／日本古典文学大系　９２		日本古典文学大系　９２	阿部　喜三男．他	911.3	ｱｷ	92	岩波書店	1964	486	22	2003
	0000004333	2003/06/10	今昔物語集　〈四〉　／日本古典文学大系　２５		日本古典文学大系　２５	山田　孝雄．他	913.3	ﾔﾀ	25	岩波書店	1963	544	22	2003
	0000004335	2003/06/10	源氏物語　〈四〉　／日本古典文学大系　１７		日本古典文学大系　１７	山岸　徳平	913.3	ﾔﾄ	17	岩波書店	1963	538	22	2003
	0000004336	2003/06/10	萬葉集　〈四〉　／日本古典文学大系　７		日本古典文学大系　７	高木　市之助．他	911.1	ﾀｲ	7	岩波書店	1968	506	22	2003
	0000004337	2003/06/11	椿説弓張月　〈下〉　／日本古典文学大系　６１		日本古典文学大系　６１	後藤　丹治	913.5	ｺﾞﾀ	61	岩波書店	1962	464	22	2003
	0000004339	2003/06/11	歌論集／能楽論集　／日本古典文学大系　６５		日本古典文学大系　６５	久松　潜一	911.1	ﾋｾ	65	岩波書店	1963	570	22	2003
	0000004341	2003/06/12	平安鎌倉私家集　／日本古典文学大系　８０		日本古典文学大系　８０	久松　潜一．他	911.1	ﾋｾ	80	岩波書店	1964	582	22	2003
	0000004342	2003/04/14	漢詩大系　１０　／王維		漢詩大系	原田　憲雄／小林　太市郎	921	ｼ	10	集英社	1964	371	22	2003
	0000004343	2003/04/14	漢詩大系　６　／唐詩選〈上〉		漢詩大系	斎藤　しょう／	921	ｼ	6	集英社	1964	358	22	2003
	0000004344	2003/04/14	漢詩大系　１５　／魚玄機／薛濤		漢詩大系	魚玄機／薛濤	921	ｼ	15	集英社	1964	361	22	2003
	0000004351	2003/11/18	俳説ことわざ辞典		辞典	鈴木　棠三．編	813.4	ｽﾄ		東京堂出版	1963	456	19	2003
	0000004381	2003/09/09	進化　／ライフ・ネイチャー・ライブラリー		ライフ・ネーチュア・ライブラリー	ライフ編集部．編	467.5	ﾗ		時事通信社	1964	207	28	2003
	0000004396	2003/11/07	新々訳・源氏物語　巻一／桐壺〜若紫			紫式部／谷崎　潤一郎．訳	913.3	ﾀｼ	1	中央公論社	1964	198	22	2003
	0000004402	2003/10/29	日本のやきもの　５／備前			井伏　鱒二．他	751.1	ﾀ	5	淡交社	1964	209	22	2003
	0000004408	2003/06/11	榮花物語　〈上〉　／日本古典文学大系　７５		日本古典文学大系　７５	松村　博司．他	913.5	ﾏﾋ	75	岩波書店	1964	557	22	2003
	0000004409	2003/06/22	載恩記／折たく柴の記／蘭東事始　／日本古典文学大系　９５		日本古典文学大系　９５	小高　敏郎．他	914.5	ｵﾄ	95	岩波書店	1964	553	22	2003
	0000004412	2003/10/29	日本のやきもの　４／萩			今　東光．他	751.1	ﾀ	4	淡交社	1964	190	22	2003
	0000004413	2003/06/11	春色梅児誉美　／日本古典文学大系　６４		日本古典文学大系　６４	中村　幸彦	913.5	ﾅﾕ	64	岩波書店	1964	464	22	2003
	0000004414	2003/06/11	夜の寝覚　／日本古典文学大系　７８		日本古典文学大系　７８	阪倉　篤義	913.3	ｻｱ	78	岩波書店	1964	452	22	2003
	0000004415	2003/06/12	和漢朗詠集／梁塵秘抄　／日本古典文学大系　７３		日本古典文学大系　７３	川口　久雄	919.3	ｶﾋ	73	岩波書店	1965	546	22	2003
	0000004417	2003/06/11	風来山人集　／日本古典文学大系　５５		日本古典文学大系　５５	中村　幸彦	918.5	ﾅｺ	55	岩波書店	1961	480	22	2003
	0000004418	2003/04/14	漢詩大系　１９　／陸游		漢詩大系	陸游／前野　直彬	921	ｼ	19	集英社	1964	321	22	2003
	0000004420	2003/04/14	漢詩大系　１１　／韓愈		漢詩大系	原田　憲雄	921	ｼ	11	集英社	1965	370	22	2003
	0000004424	2003/06/11	親鸞集／日蓮集　／日本古典文学大系　８２		日本古典文学大系　８２	名畑　応順．他／親鸞／日蓮	184	ﾅｵ	82	岩波書店	1964	520	22	2003
	0000004426	2003/10/12	機械の話　／ライフ・サイエンス・ライブラリー		ライフ・サイエンス・ライブラリー	ライフ編集部．編	530	ｵ		タイム・ライフ・インターナショナル	1964	201	28	2003
	0000004428	2003/09/09	細胞の話　／ライフ・サイエンス・ライブラリー		ライフ・サイエンス・ライブラリー	ライフ編集部．編	463	ｴﾌ		タイム・ライフ	1965	201	28	2003
	0000004464	2003/07/05	ヘディン中央アジア探検紀行全集　９／シルクロード			西　義之	292	ﾆﾖ	9	白水社	1995	301	20	2003
	0000004465	2003/10/29	日本のやきもの　２／有田			劉　寒吉．他	751.1	ﾀ	2	淡交社	1965	244	22	2003
	0000004475	2003/05/24	図説　国民の歴史　１／近代日本の百年／鎖国から開国へ			日本近代史研究会．編	210.6	ﾆ	1	国文社	1964	111	30	2003
	0000004476	2003/05/24	図説　国民の歴史　２／近代日本の百年／尊皇攘夷運動			日本近代史研究会．編	210.6	ﾆ	2	国文社	1964	111	30	2003
	0000004508	2003/10/29	日本のやきもの　別巻／民窯			水尾　比呂志．他	751.1	ﾀ	別	淡交社	1965	242	22	2003
	0000004521	2003/10/04	心の話　／ライフ・サイエンス・ライブラリー		ライフ・サイエンス・ライブラリー	ライフ編集部．編	493.79	ｳ		タイムライフ	1965	200	28	2003
	0000004538	2003/05/24	図説　国民の歴史　３／近代日本の百年／王政復古と御一新			日本近代史研究会．編	210.6	ﾆ	3	国文社	1965	111	30	2003
	0000004539	2003/05/24	図説　国民の歴史　４／近代日本の百年／文明開化の世相			日本近代史研究会．編	210.6	ﾆ	4	国文社	1965	111	30	2003
	0000004540	2003/05/24	図説　国民の歴史　５／近代日本の百年／自由民権の叫び			日本近代史研究会．編	210.6	ﾆ	5	国文社	1964	111	30	2003
	0000004541	2003/05/24	図説　国民の歴史　６／近代日本の百年／明治憲法の制定			日本近代史研究会．編	210.6	ﾆ	6	国文社	1965	111	30	2003
	0000004659	2003/06/28	知られざる大地　／極北探検家チェルスキー夫妻の生涯			アルダン・セミョノフ／加藤　九祚．訳	289.38	ｾ		学習研究社	1965	343	19	2003
	0000004674	2003/11/07	源氏物語評釈　二／若紫〜花散里			紫式部／玉上　琢彌	913.3	ﾀﾀ	2	角川書店	1965	645	22	2003
