9784-002710457,80129,2021/05/12,第四次産業革命と教育の未来　ポストコロナ時代のＩＣＴ教育,ﾀﾞｲﾖｼﾞ ｻﾝｷﾞｮｳｶｸﾒｲ ﾄ ｷｮｳｲｸ ﾉ ﾐﾗｲ,,,岩波ブックレット　Ｎｏ．１０４５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1045,佐藤 学 著,ｻﾄｳ ﾏﾅﾌﾞ,,372,ｻ,,岩波書店,2021,78p,21cm,620,21017298,ＩＣＴ教育市場の膨張は教育をどう変える？　新型コロナとＡＩによって社会が激変するなか、未来を拓く学びを実現するには？　学校改革の第一人者が豊富なデータから検証。未来の学校のあり方を模索する道筋を提示する。,キョウイク　コンピュータキョウイク　教育　コンピュータ教育,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710471,80198,2021/06/14,気候崩壊　次世代とともに考える,ｷｺｳ ﾎｳｶｲ,,,岩波ブックレット　Ｎｏ．１０４７,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1047,宇佐美 誠 著,ｳｻﾐ ﾏｺﾄ,,519,ｳ,,岩波書店,2021,86p,21cm,620,21025488,「気候崩壊」は防げるか？　世界でいま何が起こっている？　本当の原因は？　若者たちとともに気候変動について学び、倫理まで踏み込んで議論する。渋谷教育学園渋谷中学高等学校で行われた特別講義をもとに書籍化。,チキュウオンダンカ　キコウヘンドウ　地球温暖化　気候変動,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710488,80239,2021/09/01,被爆者からあなたに　いま伝えたいこと,ﾋﾊﾞｸｼｬ ｶﾗ ｱﾅﾀ ﾆ,,,岩波ブックレット　Ｎｏ．１０４８,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1048,日本原水爆被害者団体協議会 編,ﾆﾎﾝｹﾞﾝｽｲﾊﾞｸﾋｶﾞｲｼｬﾀﾞﾝﾀｲｷｮｳｷﾞｶｲ,,319.8,ﾆ,,岩波書店,2021,82 4p,21cm,620,21029785,原爆投下によってこの世の地獄と化した広島と長崎。日本原水爆被害者団体協議会を結成し、核兵器廃絶と原爆被害への国家補償を訴え続けてきた被爆者たちが、核兵器も戦争もない世界の実現を願い、次世代にメッセージを伝える。,ゲンシバクダン ヒガイ　ゲンスイバクキンシウンドウ レキシ　ニホンゲンスイバクヒガイシャダンタイキョウギカイ　原子爆弾 被害　原水爆禁止運動 歴史　日本原水爆被害者団体協議会,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710495,80245,2021/09/01,里山危機　フォト・レポート　東北からの報告,ｻﾄﾔﾏ ｷｷ,,,岩波ブックレット　Ｎｏ．１０４９,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1049,永幡 嘉之 著,ﾅｶﾞﾊﾀ ﾖｼﾕｷ,,519.81,ﾅ,,岩波書店,2021,77 2p,21cm,890,21034082,栗林に群生するカタクリ、斎藤茂吉の好んだオキナグサ…。失われようとしている里山の生物多様性。長年、東北の地を調査してきた著者が里山を再定義。民族知としての文化の重要性を語る。写真も多数掲載。,サトヤマ　里山,図書費,白山商会,881,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710501,80246,2021/09/01,街路樹は問いかける　温暖化に負けない〈緑〉のインフラ,ｶﾞｲﾛｼﾞｭ ﾜ ﾄｲｶｹﾙ,,,岩波ブックレット　Ｎｏ．１０５０,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1050,藤井 英二郎 著　海老澤 清也 著　當内 匡 著　水眞 洋子 著,ﾌｼﾞｲ ｴｲｼﾞﾛｳ ｴﾋﾞｻﾜ ｾｲﾔ ﾄｳｳﾁ ﾀﾀﾞｼ ﾐｽﾞﾏ ﾖｳｺ,,518.85,ｶﾞ,,岩波書店,2021,87p,21cm,860,21034086,気候変動対策に取り組むなか、世界の諸都市はＩＴ技術も駆使して、身近な緑を豊かなものにしている。電柱のような街路樹が目立つ日本は、どうしたら変われるのか。各地の最前線を紹介し、再生のための提言を行う。,ガイロジュ　街路樹,図書費,白山商会,851,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710518,80314,2021/10/04,日本学術会議の使命,ﾆﾎﾝｶﾞｸｼﾞｭﾂｶｲｷﾞ ﾉ ｼﾒｲ,,,岩波ブックレット　Ｎｏ．１０５１,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1051,池内 了 著　隠岐 さや香 著　木本 忠昭 著　小沼 通二 著　広渡 清吾 著,ｲｹｳﾁ ｻﾄﾙ ｵｷ ｻﾔｶ ｷﾓﾄ ﾀﾀﾞｱｷ ｺﾇﾏ ﾐﾁｼﾞ ﾋﾛﾜﾀﾘ ｾｲｺﾞ,,316.1,ﾆ,,岩波書店,2021,81 14p,21cm,660,21038107,戦時体制への反省から設置された日本学術会議を法的・歴史的にとらえ直し、科学者の社会的責任、学問の自由の問題から、課題や展望を考える。略年表付き。『科学』掲載論考に加筆し、書き下ろしを加える。,ガクモンノジユウ　ニホンガクジュツカイギ　学問の自由　日本学術会議,図書費,白山商会,653,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710525,80315,2021/10/04,「私物化」される国公立大学,ｼﾌﾞﾂｶ ｻﾚﾙ ｺｯｺｳﾘﾂ ﾀﾞｲｶﾞｸ,,,岩波ブックレット　Ｎｏ．１０５２,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1052,駒込 武 編,ｺﾏｺﾞﾒ ﾀｹｼ,,377.21,ｺ,,岩波書店,2021,95p,21cm,660,21038110,国家主導で推進された国公立大学のガバナンス改革。強いリーダーシップでイノベーションを図る、一見“まっとう”な変革が各地で大混乱を巻き起こしている。公共性を失い「私物化」されつつある大学の現状をレポートする。,ダイガク ニホン　コクリツダイガク　コウリツダイガク　大学 日本　国立大学　公立大学,図書費,白山商会,653,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710532,80349,2021/10/30,トットちゃんと訪ねた子どもたち　撮り続けて三十五年　フォトエッセイ,ﾄｯﾄﾁｬﾝ ﾄ ﾀｽﾞﾈﾀ ｺﾄﾞﾓ ﾀﾁ,,,岩波ブックレット　Ｎｏ．１０５３,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1053,田沼 武能 著,ﾀﾇﾏ ﾀｹﾖｼ,,369.4,ﾀ,,岩波書店,2021,78p,21cm,880,21042076,紛争や自然災害に負けず、たくましく生きる世界各地の子どもたち。長年子どもの姿を撮り続けてきた写真家が、ユニセフ親善大使・黒柳徹子に同行した親善訪問から生まれたベスト・ショットを、心温まるエピソードとともに紹介。,クロヤナギ テツコ　黒柳徹子　ユニセフ　ユニセフ,図書費,白山商会,871,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710549,80395,2021/12/01,アウシュヴィッツ生還者からあなたへ　１４歳、私は生きる道を選んだ,ｱｳｼｭｳﾞｨｯﾂ ｾｲｶﾝｼｬ ｶﾗ ｱﾅﾀ ｴ,,,岩波ブックレット　Ｎｏ．１０５４,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1054,リリアナ・セグレ 著　中村 秀明 訳,ｾｸﾞﾚ ﾘﾘｱﾅ ﾅｶﾑﾗ ﾋﾃﾞｱｷ ﾘﾘｱﾅｾｸﾞﾚ,,976,ｾ,,岩波書店,2021,63p,21cm,520,21046469,アウシュヴィッツに送られ、壮絶な日々の末に生きのびた少女は、戦後、３０年にわたり自らの体験を語り続けた。９０歳を迎え、活動に幕を下ろした年に行った最終講演を、訳者によるインタビュー、ルポとともに収録する。,ホロコースト　アウシュビッツキョウセイシュウヨウジョ　ホロコースト（１９３９～１９４５）　アウシュビッツ強制収容所,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710556,80443,2021/12/21,核兵器禁止から廃絶へ,ｶｸﾍｲｷ ｷﾝｼ ｶﾗ ﾊｲｾﾞﾂ ｴ,,,岩波ブックレット　Ｎｏ．１０５５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1055,川崎 哲 著,ｶﾜｻｷ ｱｷﾗ,,319.8,ｶ,,岩波書店,2021,71p,21cm,580,21051274,核なき世界は可能だ－。２０２１年１月、核兵器禁止条約が発効した。条約ができるまでの経過と背景、そして発効後の現在の課題を、ノーベル平和賞を受賞したＩＣＡＮ国際運営委員が丁寧に解説する。,カクヘイキ　カクヘイキキンシジョウヤク　核兵器　核兵器禁止条約,図書費,白山商会,574,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710563,80444,2021/12/21,＃教師のバトンとはなんだったのか　教師の発信と学校の未来,ﾊｯｼｭﾀｸﾞ ｷｮｳｼ ﾉ ﾊﾞﾄﾝ ﾄﾜ ﾅﾝﾀﾞｯﾀ ﾉｶ,,,岩波ブックレット　Ｎｏ．１０５６,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1056,内田 良 著　斉藤 ひでみ 著　嶋崎 量 著　福嶋 尚子 著,ｳﾁﾀﾞ ﾘｮｳ ｻｲﾄｳ ﾋﾃﾞﾐ ｼﾏｻｷ ﾁｶﾗ ﾌｸｼﾏ ｼｮｳｺ,,374.3,ﾊ,,岩波書店,2021,78p,21cm,620,21051282,２０２１年３月、文科省が学校の業務改善等の共有のために始めたＳＮＳプロジェクト「＃教師のバトン」には、過重労働に苦しむ教員の声が集まった。その背景や実情から法的問題の有無、発信による変革の可能性までを展望する。,キョウイン　教員,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710570,80455,2022/01/31,東京オリンピック始末記,ﾄｳｷｮｳｵﾘﾝﾋﾟｯｸ ｼﾏﾂｷ,,,岩波ブックレット　Ｎｏ．１０５７,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1057,小笠原 博毅 著　山本 敦久 著,ｵｶﾞｻﾜﾗ ﾋﾛｷ ﾔﾏﾓﾄ ｱﾂﾋｻ,,780.69,ｵ,,岩波書店,2022,63p,21cm,520,22001710,問題は多かったけど、選手たちは頑張った－。そんな「スポーツの力」は免罪符にさえならない！　オリンピックの誤魔化しと偽り、遺された負債とは。強行された２０２０年東京大会と、近代オリンピックの本質的問題を批判する。,オリンピック　オリンピック,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710587,80456,2022/01/31,「感動ポルノ」と向き合う　障害者像にひそむ差別と排除,ｶﾝﾄﾞｳﾎﾟﾙﾉ ﾄ ﾑｷｱｳ,,,岩波ブックレット　Ｎｏ．１０５８,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1058,好井 裕明 著,ﾖｼｲ ﾋﾛｱｷ,,369.27,ﾖ,,岩波書店,2022,87p,21cm,620,22001712,メディアや映像作品で見かける障害者像は、健常者の感動の道具として消費する「感動ポルノ」？　映画からドキュメンタリー、パラ五輪まで個々の表現に目を向け、その背景を読み解き、障害者イメージの問題点を考える。,ショウガイシャ　シャカイテキサベツ　障害者　社会的差別,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-003220993,51377,2021/06/22,奴婢訓　他一篇　改版,ﾇﾋ ｸﾝ,,,岩波文庫　３２－２０９－２,ｲﾜﾅﾐﾌﾞﾝｺ 32-209-2,スウィフト 作　深町 弘三 訳,ｽｳｨﾌﾄ ｼﾞｮﾅｻﾝ ﾌｶﾏﾁ ｺｳｿﾞｳ ｽｳｨﾌﾄ,,934.6,ス,,岩波書店,2021,170p,15cm,520,21013106,過ちを叱られた時は、部屋の出がけや階段の途中で、聞えよがしにぶつぶつ言うこと－。召使の奉公上の処世訓を皮肉たっぷりに説いた「奴婢訓」。ほか、当時のアイルランドの貧困処理について述べた一文も収録。,,図書費,ＴＲＣ,520,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-004318675,80082,2021/04/13,ヒンドゥー教１０講,ﾋﾝﾄﾞｩｰｷｮｳ ｼﾞｯｺｳ,,,岩波新書　新赤版　１８６７,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1867,赤松 明彦 著,ｱｶﾏﾂ ｱｷﾋｺ,,168,ｱ,,岩波書店,2021,4 256 25p,18cm,900,21009470,密教儀礼や帰依観念など、日本の宗教にも通ずる面をもつヒンドゥー教。本質論に陥らず、歴史的・地域的・社会的な重層性に注意しながら、テキストを丁寧に読み解いて、ヒンドゥー教の思考と実践をとらえる体系的入門書。,ヒンズーキョウ　ヒンズー教,図書費,白山商会,891,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004318682,80083,2021/04/13,プライバシーという権利　個人情報はなぜ守られるべきか,ﾌﾟﾗｲﾊﾞｼｰ ﾄ ｲｳ ｹﾝﾘ,,,岩波新書　新赤版　１８６８,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1868,宮下 紘 著,ﾐﾔｼﾀ ﾋﾛｼ,,316.1,ﾐ,,岩波書店,2021,11 208p,18cm,800,21009473,冷静に個人情報保護と向き合うには。プライバシー権の規範的意義を自覚しつつ、国内外の立法や判例の動向をフォローしながら、実証的にプライバシーの権利の法的性格を明らかにする。,プライバシー　プライバシー,図書費,白山商会,792,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004318699,80084,2021/04/13,花粉症と人類,ｶﾌﾝｼｮｳ ﾄ ｼﾞﾝﾙｲ,,,岩波新書　新赤版　１８６９,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1869,小塩 海平 著,ｺｼｵ ｶｲﾍｲ,,493.14,ｺ,,岩波書店,2021,9 162p,18cm,800,21009522,ネアンデルタール人以来の花粉症との長い歴史、「謎の風邪」に苦しみつつ原因究明に挑んだ人びとの涙ぐましい努力…。古今東西の記録を博捜し、花粉症を文明史的考察する。,カフンショウ レキシ　花粉症 歴史,図書費,白山商会,792,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004318705,80089,2021/04/13,尊厳　その歴史と意味,ｿﾝｹﾞﾝ,,,岩波新書　新赤版　１８７０,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1870,マイケル・ローゼン 著　内尾 太一 訳　峯 陽一 訳,ﾛｰｾﾞﾝ ﾏｲｹﾙ ｳﾁｵ ﾀｲﾁ ﾐﾈ ﾖｳｲﾁ ﾏｲｹﾙﾛｰｾﾞﾝ,,150.23,ﾛ,,岩波書店,2021,21 227 3p,18cm,840,21014382,なぜ死者を敬うのか。尊厳と義務をめぐる現代の啓蒙書。概念分析の導入として西洋古典の歴史に分け入り、カント哲学やカトリック思想などの規範的な考察の中に、実際に尊厳が問われた独仏の判決等の事実を招き入れる。,リンリガク セイヨウ　カチ（テツガク）　倫理学 西洋　価値（哲学）,図書費,白山商会,832,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004318712,80090,2021/04/13,戦後政治史　第４版,ｾﾝｺﾞ ｾｲｼﾞ ｼ,,,岩波新書　新赤版　１８７１,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1871,石川 真澄 著　山口 二郎 著,ｲｼｶﾜ ﾏｽﾐ ﾔﾏｸﾞﾁ ｼﾞﾛｳ,,312.1,ｲ,,岩波書店,2021,15 347 15p,18cm,1040,21014386,私たちはいま、どこにいるのか？　簡潔な叙述で定評のある通史に、東日本大震災からコロナ危機までの１０年分を増補した第４版。衆参両院の全選挙結果も収録する。,ニホン セイジギョウセイ レキシ　日本 政治・行政 歴史,図書費,白山商会,1030,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004318729,80091,2021/04/13,労働組合とは何か,ﾛｳﾄﾞｳｸﾐｱｲ ﾄﾜ ﾅﾆ ｶ,,,岩波新書　新赤版　１８７２,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1872,木下 武男 著,ｷﾉｼﾀ ﾀｹｵ,,366.6,ｷ,,岩波書店,2021,11 288p,18cm,900,21014391,日本では役に立たないといわれる労働組合。しかし世界を見渡せば、労働組合が現在進行形で世界を変えようとしている。社会を創る力を備えた労働組合とはどのようなものなのか。第一人者がその歴史と機能を解説する。,ロウドウクミアイ　労働組合,図書費,白山商会,891,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004318736,80092,2021/04/13,時代を撃つノンフィクション１００,ｼﾞﾀﾞｲ ｵ ｳﾂ ﾉﾝﾌｨｸｼｮﾝ ﾋｬｸ,,,岩波新書　新赤版　１８７３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1873,佐高 信 著,ｻﾀｶ ﾏｺﾄ,,019.9,ｻ,,岩波書店,2021,11 209 5p,18cm,820,21014394,ノンフィクションは社会を見つめる眼を養い、いま私たちはどのような時代にいるのか、状況への問いかけを発する精神を鍛えてくれる。古典的名著から２０１０年代の作品まで、時代を撃ち続ける１００冊を厳選したブックガイド。,ドクショ　読書,図書費,白山商会,812,新書書架,,,,,False,,,,False,,,,False,False,True,,
