ISBN	rgtn	ukeymd	title	auth	pub	pub_year	page	size	series	cls1	cls2	cls3	ukeymd_1
9784-004318859	80234	2021/9/1	源氏物語を読む	高木 和子 著	岩波書店	2021	7 289p	18cm	岩波新書　新赤版　１８８５	913.36	ﾀ		202109
9784-004318866	80235	2021/9/1	日韓関係史	木宮 正史 著	岩波書店	2021	4 244 4p	18cm	岩波新書　新赤版　１８８６	319.1021	ｷ		202109
9784-004318873	80236	2021/9/1	異文化コミュニケーション学	鳥飼 玖美子 著	岩波書店	2021	14 243p	18cm	岩波新書　新赤版　１８８７	361.45	ﾄ		202109
9784-004318880	80237	2021/9/1	ネルソン・マンデラ　分断を超える現実主義者	堀内 隆行 著	岩波書店	2021	13 169 9p	18cm	岩波新書　新赤版　１８８８	289.3	ﾎ		202109
9784-004318897	80238	2021/9/1	大岡信　架橋する詩人	大井 浩一 著	岩波書店	2021	10 239 18p	18cm	岩波新書　新赤版　１８８９	911.52	ｵ		202109
9784-002710488	80239	2021/9/1	被爆者からあなたに　いま伝えたいこと	日本原水爆被害者団体協議会 編	岩波書店	2021	82 4p	21cm	岩波ブックレット　Ｎｏ．１０４８	319.8	ﾆ		202109
9784-005009381	80240	2021/9/1	国語をめぐる冒険	渡部 泰明 著　平野 多恵 著　出口 智之 著　田中 洋美 著　仲島 ひとみ 著	岩波書店	2021	10 227p	18cm	岩波ジュニア新書　９３８	810	ｺ		202109
9784-004318903	80241	2021/9/1	法医学者の使命　「人の死を生かす」ために	吉田 謙一 著	岩波書店	2021	11 206p	18cm	岩波新書　新赤版　１８９０	498.9	ﾖ		202109
9784-004318910	80242	2021/9/1	死者と霊性　近代を問い直す	末木 文美士 編	岩波書店	2021	3 256p	18cm	岩波新書　新赤版　１８９１	104	ｽ		202109
9784-004318927	80243	2021/9/1	万葉集に出会う	大谷 雅夫 著	岩波書店	2021	15 215p	18cm	岩波新書　新赤版　１８９２	911.12	ｵ		202109
9784-004318934	80244	2021/9/13	ユーゴスラヴィア現代史　新版	柴 宜弘 著	岩波書店	2021	17 278p	18cm	岩波新書　新赤版　１８９３	239.3	ｼ		202109
9784-002710495	80245	2021/9/1	里山危機　フォト・レポート　東北からの報告	永幡 嘉之 著	岩波書店	2021	77 2p	21cm	岩波ブックレット　Ｎｏ．１０４９	519.81	ﾅ		202109
9784-002710501	80246	2021/9/1	街路樹は問いかける　温暖化に負けない〈緑〉のインフラ	藤井 英二郎 著　海老澤 清也 著　當内 匡 著　水眞 洋子 著	岩波書店	2021	87p	21cm	岩波ブックレット　Ｎｏ．１０５０	518.85	ｶﾞ		202109
9784-991162640	80247	2021/10/5	日本人よありがとう	土生良樹	望楠書房	2021	367p	19cm		289.2	ﾊ		202110
9784-065205914	80248	2021/9/14	紅のアンデッド	川瀬 七緒 著	講談社	2020	471p	15cm	講談社文庫　か１３２－８	913.6	ｶ		202109
9784-087450521	80249	2021/9/14	さよなら、手をつなごう	中村 航 著	集英社	2013	284p	16cm	集英社文庫　な５２－２	913.6	ﾅ		202109
9784-806713753	80250	2021/9/14	先生、シマリスがヘビの頭をかじっています！	小林 朋道 著	築地書館	2008	202p	19cm	鳥取環境大学の森の人間動物行動学	481.78	ｺ		202109
9784-086802253	80251	2021/9/14	後宮の烏　２	白川 紺子 著	集英社	2018	325p	15cm	集英社オレンジ文庫　し１－１３	913.6	ｼﾗ	2	202109
9784-167640149	80252	2021/9/14	我、言挙げす : 髪結い伊三次捕物余話	宇江佐真理 著	文藝春秋	2011	308p	16cm	文春文庫 ; う11-14	913.6	ｳｴ		202109
9784-488299040	80253	2021/9/14	短編ミステリの二百年　３	マクロイ ほか著　エリン ほか著　小森 収 編　直良 和美 ほか訳	東京創元社	2020	689p	15cm	創元推理文庫　Ｍン７－３	908.3	ﾀ	3	202109
9784-093884303	80254	2021/9/14	保育園義務教育化	古市 憲寿 著	小学館	2015	192p	19cm		369.42	ﾌ		202109
9784-794600073	80255	2021/9/14	日本昔話桃太郎ほか　Ｌｅｖｅｌ　１（１０００－ｗｏｒｄ）	カルラ・ヴァレンタイン 訳著	ＩＢＣパブリッシング	2009	104p	18cm	ラダーシリーズ	837.7	ｳﾞ		202109
9784-794600646	80256	2021/9/14	ローマの休日　Ｌｅｖｅｌ　２（１３００－ｗｏｒｄ）	イアン・マクレラン・ハンター 著　Ｎｉｎａ　Ｗｅｇｎｅｒ 改作	ＩＢＣパブリッシング	2011	111p	18cm	ラダーシリーズ	837.7	ﾊ		202109
9784-896840384	80257	2021/9/14	オズの魔法使い　Ｌｅｖｅｌ　２（１３００‐ｗｏｒｄ）	フランク・ボーム 著　Ａｎｎａ　Ｕｄａｇａｗａ 改作	日本洋書販売（発売）	2005	176p	18cm	洋販ラダーシリーズ	837.7	ﾎﾞ		202109
9784-896844788	80258	2021/9/14	恋と仕事にスグ効く英語１００　Ｌｅｖｅｌ　２（１３００‐ｗｏｒｄ）	ヴィッキー・ベネット 著　イアン・マシスン 著	日本洋書販売（発売）	2007	149p	18cm	洋販ラダーシリーズ	837.7	ﾍﾞ		202109
9784-794606044	80259	2021/9/14	織田信長　夢幻の如く　Ｌｅｖｅｌ　３（１６００‐ｗｏｒｄ）	西海 コエン 著	ＩＢＣパブリッシング	2019	9 109p	18cm	ラダーシリーズ	837.7	ﾆ		202109
9784-794601643	80260	2021/9/14	シャーロック・ホームズ／緋色の研究　Ｌｅｖｅｌ　３（１６００－ｗｏｒｄ）	コナン・ドイル 著	ＩＢＣパブリッシング	2012	157p	18cm	ラダーシリーズ	837.7	ﾄﾞ		202109
9784-794600356	80261	2021/9/14	坂本龍馬　Ｌｅｖｅｌ　４（２０００－ｗｏｒｄ）	西海 コエン 著	ＩＢＣパブリッシング	2010	119p	18cm	ラダーシリーズ	837.7	ﾆ		202109
9784-794601285	80262	2021/9/14	グレート・ギャツビー　Ｌｅｖｅｌ　４（２０００－ｗｏｒｄ）　新版	Ｆ．スコット・フィッツジェラルド 著	ＩＢＣパブリッシング	2012	167p	18cm	ラダーシリーズ	837.7	ﾌ		202109
9784-794605474	80263	2021/9/14	地球の歴史　ＬＥＶＥＬ　５	西海 コエン 著	ＩＢＣパブリッシング	2018	114p	18cm	ラダーシリーズ	837.7	ﾆ		202109
9784-800291851	80264	2021/9/14	オーパーツ死を招く至宝	蒼井碧 著	宝島社	2019	309p	16cm	宝島社文庫 ; Cあ-22-1. [このミス大賞]	913.6	ｱｵ		202109
9784-167906306	80265	2021/9/14	黄金(きん)の烏	阿部智里 著	文藝春秋	2016	376p	16cm	文春文庫 ; あ65-3	913.6	ｱﾍﾞ		202109
9784-065145289	80266	2021/9/14	やがて海へと届く	彩瀬まる [著]	講談社	2019	241p	15cm	講談社文庫 ; あ142-1	913.6	ｱﾔ		202109
9784-396342104	80267	2021/9/14	ヒポクラテスの誓い	中山 七里 著	祥伝社	2016	378p	16cm	祥伝社文庫　な２１－１	913.6	ﾅ		202109
9784-086801287	80268	2021/9/14	これは経費で落ちません！　経理部の森若さん　２	青木 祐子 著	集英社	2017	251p	15cm	集英社オレンジ文庫　あ３－３	913.6	ｱｵ	2	202109
9784-086802673	80269	2021/9/14	後宮の烏　３	白川 紺子 著	集英社	2019	302p	15cm	集英社オレンジ文庫　し１－１５	913.6	ｼﾗ	3	202109
9784-794605634	80270	2021/9/14	イギリス民話　Ｌｅｖｅｌ　１（１０００‐ｗｏｒｄ）	エマ・サリー リライト	ＩＢＣパブリッシング	2018	121p	18cm	ラダーシリーズ	837.7	ｻ		202109
9784-150314927	80271	2021/9/14	水野瀬高校放送部の四つの声	青谷真未 著	早川書房	2021	346p	16cm	ハヤカワ文庫 JA ; 1492	913.6	ｱｵ		202109
9784-041003824	80272	2021/9/14	昭和二十年夏、女たちの戦争	梯 久美子 著	角川グループパブリッシング（発売）	2012	287p	15cm	角川文庫　か５８－２	916	ｶ		202109
9784-041008805	80273	2021/9/14	昭和二十年夏、子供たちが見た戦争	梯 久美子 著	角川グループホールディングス（発売）	2013	335p	15cm	角川文庫　か５８－３	916	ｶ		202109
9784-488437114	80274	2021/9/14	夜の床屋	沢村 浩輔 著	東京創元社	2014	309p	15cm	創元推理文庫　Ｍさ７－１	913.6	ｻﾜ		202109
9784-488146238	80275	2021/9/14	真っ白な嘘	フレドリック・ブラウン 著　越前 敏弥 訳	東京創元社	2020	356p	15cm	創元推理文庫　Ｍフ１－７	933.7	ﾌﾞ		202109
9784-488523015	80276	2021/9/14	ラヴクラフト全集　１	Ｈ・Ｐ・ラヴクラフト 著　大西 尹明 訳	東京創元社	1984	317p	15cm	創元推理文庫　５２３‐１	933.7	ﾗ	1	202109
9784-488105495	80277	2021/9/14	パーカー・パインの事件簿	アガサ・クリスティ 著　山田 順子 訳	東京創元社	2021	412p	15cm	創元推理文庫　Ｍク２－２７	933.7	ｸ		202109
9784-488105471	80278	2021/9/14	ハーリー・クィンの事件簿	アガサ・クリスティ 著　山田 順子 訳	東京創元社	2020	429p	15cm	創元推理文庫　Ｍク２－２８	933.7	ｸ		202109
9784-488637248	80279	2021/9/14	スター・キング　新版	エドモンド・ハミルトン 著　井上 一夫 訳	東京創元社	2020	341p	15cm	創元ＳＦ文庫　ＳＦハ６－１	933.7	ﾊ		202109
9784-488028459	80280	2021/9/14	兇人邸の殺人	今村 昌弘 著	東京創元社	2021	360p	20cm		913.6	ｲﾏ		202109
9784-065241929	80281	2021/9/14	スワロウテイルの消失点	川瀬 七緒 著	講談社	2021	427p	15cm	講談社文庫　か１３２－９	913.6	ｶ		202109
9784-087442793	80282	2021/9/14	太陽の子　ＧＩＦＴ　ＯＦ　ＦＩＲＥ	黒崎 博 原作　樹島 千草 小説	集英社	2021	242p	16cm	集英社文庫　き２６－１	913.6	ｷｼﾞ		202109
9784-473042538	80283	2021/9/14	ビフォー・アフターでわかる初心者のための茶花の入れ方	小澤 宗誠 著	淡交社	2018	101p	15×21cm		791.6	ｵ		202109
9784-167640163	80284	2021/9/14	今日を刻む時計	宇江佐真理 著	文藝春秋	2013	344p	16cm	文春文庫 ; う11-16. 髪結い伊三次捕物余話	913.6	ｳｴ		202109
9784-167905651	80285	2021/9/14	また次の春へ	重松 清 著	文藝春秋	2016	237p	16cm	文春文庫　し３８－１４	913.6	ｼｹﾞ		202109
9784-846019402	80286	2021/9/14	誰が命を救うのか　原発事故と闘った医師たちの記録	鍋島 塑峰 著	論創社	2020	225p	19cm	論創ノンフィクション　００４	493.195	ﾅ		202109
9784-023319301	80287	2021/9/14	災害特派員	三浦 英之 著	朝日新聞出版	2021	293p	19cm		369.31	ﾐ		202109
9784-794604750	80288	2021/9/22	あしながおじさん　Ｌｅｖｅｌ　４（２０００‐ｗｏｒｄ）　改訂版	ジーン・ウェブスター 原著	ＩＢＣパブリッシング	2017	182p	18cm	ラダーシリーズ	837.7	ｳ		202109
9784-794602411	80289	2021/9/22	ジョン・レノン・ストーリー　Ｌｅｖｅｌ　４（２０００‐ｗｏｒｄ）	トム・クリスティアン 著	ＩＢＣパブリッシング	2013	11 120p	18cm	ラダーシリーズ	837.7	ｸ		202109
9784-794600400	80290	2021/9/22	嵐が丘　Ｌｅｖｅｌ　４（２０００－ｗｏｒｄ）	エミリー・ブロンテ 著　ＩＢＣパブリッシング 編	ＩＢＣパブリッシング	2010	147p	18cm	ラダーシリーズ	837.7	ﾌﾞ		202109
9784-794600158	80291	2021/9/22	日本の料理	黒田 基子 著　リチャード・モン 訳	ＩＢＣパブリッシング	2009	259p	19cm	対訳ニッポン双書	837.7	ｸ		202109
9784-794602732	80292	2021/9/22	ガリバー旅行記　Ｌｅｖｅｌ　２（１３００‐ｗｏｒｄ）　新版	ジョナサン・スウィフト 著	ＩＢＣパブリッシング	2014	100p	18cm	ラダーシリーズ	837.7	ｽ		202109
9784-794602312	80293	2021/9/22	ロビンソン・クルーソー　Ｌｅｖｅｌ　２（１３００－ｗｏｒｄ）　新版	ダニエル・デフォー 著	ＩＢＣパブリッシング	2013	127p	18cm	ラダーシリーズ	837.7	ﾃﾞ		202109
9784-151300820	80294	2021/9/22	ゼロ時間へ	アガサ・クリスティー 著　三川 基好 訳	早川書房	2004	382p	16cm	ハヤカワ文庫	933.7	ｸ		202109
9784-151300691	80295	2021/9/22	招かれざる客	アガサ・クリスティー 著　深町 真理子 訳	早川書房	2004	236p	16cm	ハヤカワ文庫	932.7	ｸ		202109
9784-151300783	80296	2021/9/22	なぜ、エヴァンズに頼まなかったのか？	アガサ・クリスティー 著　田村 隆一 訳	早川書房	2004	463p	16cm	ハヤカワ文庫	933.7	ｸ		202109
9784-150115463	80297	2021/9/22	楽園の泉	アーサー・Ｃ．クラーク 著　山高 昭 訳	早川書房	2006	415p	16cm	ハヤカワ文庫　ＳＦ　１５４６	933.7	ｸ		202109
9784-150121532	80298	2021/9/22	君の彼方、見えない星	ケイティ・カーン 著　赤尾 秀子 訳	早川書房	2017	395p	16cm	ハヤカワ文庫　ＳＦ　２１５３	933.7	ｶ		202109
9784-150110000	80299	2021/9/22	２００１年宇宙の旅　決定版	アーサー・Ｃ・クラーク 著　伊藤 典夫 訳	早川書房	1993	330p	16cm	ハヤカワ文庫　ＳＦ　１０００	933.7	ｸ		202109
9784-150122294	80300	2021/9/22	ナイトフライヤー	ジョージ・Ｒ．Ｒ．マーティン 著　酒井 昭伸 訳	早川書房	2019	575p	16cm	ハヤカワ文庫　ＳＦ　２２２９	933.7	ﾏ		202109
9784-065243862	80301	2021/9/22	青い春を数えて	武田 綾乃 著	講談社	2021	237p	15cm	講談社文庫　た１３４－１	913.6	ﾀ		202109
9784-488299057	80302	2021/9/22	短編ミステリの二百年　４	リッチー ほか著　ブラッドベリ ほか著　小森 収 編　藤村 裕美 ほか訳	東京創元社	2020	663p	15cm	創元推理文庫　Ｍン７－４	908.3	ﾀ	4	202109
9784-043944811	80303	2021/9/22	きりこについて	西 加奈子 著	ＫＡＤＯＫＡＷＡ	2011	217p	15cm	角川文庫　に１９－１	913.6	ﾆ		202109
9784-041304013	80304	2021/9/22	八つ墓村　改版	横溝 正史 著	角川グループパブリッシング（発売）	1996	464p	15cm	角川文庫　よ５－１	913.6	ﾖ		202109
9784-041304037	80305	2021/9/22	獄門島　改版	横溝 正史 著	角川グループパブリッシング（発売）	1996	353p	15cm	角川文庫　よ５－３	913.6	ﾖ		202109
9784-041115206	80306	2021/9/22	あの日、ぼくたちは	飯島敏宏 [著]	KADOKAWA	2021	425p	15cm	角川文庫 ; い113-1	913.6	ｲｲ		202109
9784-163913902	80307	2021/9/22	彼岸花が咲く島	李 琴峰 著	文藝春秋	2021	188p	20cm		913.6	ﾘｺ		202109
9784-591141625	80308	2021/9/22	多摩川物語	ドリアン助川 著	ポプラ社	2014	239p	16cm	ポプラ文庫　と１－１	913.6	ﾄﾞ		202109
9784-005009404	80309	2021/10/4	俳句のきた道　芭蕉・蕪村・一茶	藤田 真一 著	岩波書店	2021	15 231p	18cm	岩波ジュニア新書　９４０	911.302	ﾌ		202110
9784-004318941	80310	2021/10/4	ジョブ型雇用社会とは何か　正社員体制の矛盾と転機	濱口 桂一郎 著	岩波書店	2021	10 293p	18cm	岩波新書　新赤版　１８９４	366.021	ﾊ		202110
9784-004318958	80311	2021/10/4	ヒトラー　虚像の独裁者	芝 健介 著	岩波書店	2021	8 362 8p	18cm	岩波新書　新赤版　１８９５	289.3	ｼ		202110
9784-004318965	80312	2021/10/4	スペイン史１０講	立石 博高 著	岩波書店	2021	5 258p	18cm	岩波新書　新赤版　１８９６	236	ﾀ		202110
9784-004318972	80313	2021/10/4	知的文章術入門	黒木 登志夫 著	岩波書店	2021	14 219p	18cm	岩波新書　新赤版　１８９７	816	ｸ		202110
9784-002710518	80314	2021/10/4	日本学術会議の使命	池内 了 著　隠岐 さや香 著　木本 忠昭 著　小沼 通二 著　広渡 清吾 著	岩波書店	2021	81 14p	21cm	岩波ブックレット　Ｎｏ．１０５１	316.1	ﾆ		202110
9784-002710525	80315	2021/10/4	「私物化」される国公立大学	駒込 武 編	岩波書店	2021	95p	21cm	岩波ブックレット　Ｎｏ．１０５２	377.21	ｺ		202110
9784-898315002	80316	2021/9/27	命がけの証言	清水 ともみ 著	ワック	2021	207p	19cm		316.822	ｼ		202109
9784-086801515	80317	2021/10/5	これは経費で落ちません！　経理部の森若さん　３	青木 祐子 著	集英社	2017	250p	15cm	集英社オレンジ文庫　あ３－４	913.6	ｱｵ	3	202110
9784-087442816	80318	2021/10/5	智に働けば　石田三成像に迫る十の短編	山田 裕樹 編　中島 らも 著　松本 匡代 著　南條 範夫 著　五味 康祐 著　火坂 雅志 著　吉川 永青 著　伊東 潤 著　安部 龍太郎 著　矢野 隆 著　岩井 三四二 著	集英社	2021	412p	16cm	集英社文庫　や６０－１	913.68	ﾁ		202110
9784-041057339	80319	2021/10/5	山の霊異記　赤いヤッケの男	安曇 潤平 著	ＫＡＤＯＫＡＷＡ	2017	306p	15cm	角川文庫　あ７４－２	913.6	ｱｽﾞ		202110
9784-896840490	80320	2021/10/5	秘密の花園　Ｌｅｖｅｌ　２（１３００‐ｗｏｒｄ）	フランシス・ホジソン・バーネット 著　Ｒｏｎ　Ｄａｖｉｄｓｏｎ 改作	日本洋書販売（発売）	2005	161p	18cm	洋販ラダーシリーズ	837.7	ﾊﾞ		202110
9784-794601230	80321	2021/10/5	スティーブ・ジョブズ・ストーリー　Ｌｅｖｅｌ　４（２０００－ｗｏｒｄ）	トム・クリスチャン 著	ＩＢＣパブリッシング	2012	117p	18cm	ラダーシリーズ	837.7	ｸ		202110
9784-896849813	80322	2021/10/5	レオナルド・ダ・ヴィンチ　Ｌｅｖｅｌ　４（２０００－ｗｏｒｄ）	ミゲール・リーヴァスミクー 著	ＩＢＣパブリッシング	2009	126p	18cm	ラダーシリーズ	837.7	ﾘ		202110
9784-087206869	80323	2021/10/5	戦争の条件	藤原 帰一 著	集英社	2013	200p	18cm	集英社新書　０６８６	319.8	ﾌ		202110
9784-488105464	80324	2021/10/5	ミス・マープルと１３の謎	アガサ・クリスティ 著　深町 眞理子 訳	東京創元社	2019	429p	15cm	創元推理文庫　Ｍク２－２６	933.7	ｸ		202110
9784-488299064	80325	2021/10/5	短編ミステリの二百年　５	グリーン ほか著　ヤッフェ ほか著　小森 収 編　門野 集 ほか訳	東京創元社	2021	653p	15cm	創元推理文庫　Ｍン７－５	908.3	ﾀ	5	202110
9784-488516024	80326	2021/10/5	アーサー王ここに眠る	フィリップ・リーヴ 著　井辻 朱美 訳	東京創元社	2021	345p	15cm	創元推理文庫　Ｆリ４－１	933.7	ﾘ		202110
9784-488423124	80327	2021/10/5	ロートケプシェン、こっちにおいで	相沢沙呼 著	東京創元社	2015	397p	15cm	創元推理文庫 ; Mあ14-2	913.6	ｱｲ		202110
9784-488402143	80328	2021/10/5	亜愛一郎の狼狽	泡坂妻夫 著	東京創元社	1994	381p	15cm	創元推理文庫	913.6	ｱﾜ		202110
9784-151300431	80329	2021/10/5	カリブ海の秘密	アガサ・クリスティー 著　永井 淳 訳	早川書房	2003	354p	16cm	ハヤカワ文庫	933.7	ｸ		202110
9784-150117764	80330	2021/10/5	ここがウィネトカなら、きみはジュディ　時間ＳＦ傑作選	大森 望 編	早川書房	2010	479p	16cm	ハヤカワ文庫　ＳＦ　１７７６	933.78	ｺ		202110
9784-106108204	80331	2021/10/5	ケーキの切れない非行少年たち	宮口 幸治 著	新潮社	2019	182p	18cm	新潮新書　８２０	368.71	ﾐ		202110
9784-101294766	80332	2021/10/5	未見坂	堀江 敏幸 著	新潮社	2011	268p	16cm	新潮文庫　ほ－１６－６	913.6	ﾎ		202110
9784-094062762	80333	2021/10/5	石巻赤十字病院の１００日間　増補版	石巻赤十字病院 著　由井 りょう子 著	小学館	2016	283p	16cm	小学館文庫　ゆ４－２	498.89	ｲ		202110
9784-334045524	80334	2021/10/5	孤独は社会問題　孤独対策先進国イギリスの取り組み	多賀 幹子 著	光文社	2021	245p	18cm	光文社新書　１１４４	369.0233	ﾀ		202110
9784-334045517	80335	2021/10/5	子育て罰　「親子に冷たい日本」を変えるには	末冨 芳 著　桜井 啓太 著	光文社	2021	290p	18cm	光文社新書　１１４３	369.4	ｽ		202110
9784-334769055	80336	2021/10/5	鮫島の貌　新宿鮫短編集	大沢 在昌 著	光文社	2015	288p	16cm	光文社文庫　お２１－２６	913.6	ｵｵ		202110
9784-062936873	80337	2021/10/5	まるまるの毬	西條 奈加 著	講談社	2017	378p	15cm	講談社文庫　さ１１０－２	913.6	ｻｲ		202110
9784-062771658	80338	2021/10/5	営業零課接待班	安藤祐介 [著]	講談社	2012	364p	15cm	講談社文庫 ; あ121-1	913.6	ｱﾝ		202110
9784-062837484	80339	2021/10/5	猫物語　黒	西尾 維新 著	講談社	2010	307p	19cm	講談社ＢＯＸ	913.6	ﾆ		202110
9784-062837583	80340	2021/10/5	猫物語　白	西尾 維新 著	講談社	2010	291p	19cm	講談社ＢＯＸ	913.6	ﾆ		202110
9784-480072894	80341	2021/10/5	芸術人類学講義	鶴岡 真弓 編	筑摩書房	2020	256 10p	18cm	ちくま新書　１４８１	701.3	ﾂ		202110
9784-750348520	80342	2021/10/5	ジェンダーについて大学生が真剣に考えてみた　あなたがあなたらしくいられるための２９問	佐藤 文香 監修　一橋大学社会学部佐藤文香ゼミ生一同 著	明石書店	2019	203p	17cm		367.1	ﾋ		202110
9784-907364137	80343	2021/10/5	フェイクニュースがあふれる世界に生きる君たちへ	森 達也 著	ミツイパブリッシング	2019	189p	19cm		361.453	ﾓ		202110
9784-005009398	80344	2021/10/30	森の日本史	黒瀧 秀久 著	岩波書店	2021	14 237p	18cm	岩波ジュニア新書　９３９	652.1	ｸ		202110
9784-005009411	80345	2021/10/30	AIの時代を生きる : 未来をデザインする創造力と共感力	美馬のゆり 著	岩波書店	2021	206p	18cm	岩波ジュニア新書 ; 941	007.1	ﾐﾏ		202110
9784-004318989	80346	2021/10/30	〈弱さ〉を〈強み〉に　突然複数の障がいをもった僕ができること	天畠 大輔 著	岩波書店	2021	12 238p	18cm	岩波新書　新赤版　１８９８	369.27	ﾃ		202110
9784-004318996	80347	2021/10/30	最澄と徳一　仏教史上最大の対決	師 茂樹 著	岩波書店	2021	16 229p	18cm	岩波新書　新赤版　１８９９	182.1	ﾓ		202110
9784-004319009	80348	2021/10/30	新型コロナと向き合う　「かかりつけ医」からの提言	横倉 義武 著	岩波書店	2021	10 242p	18cm	岩波新書　新赤版　１９００	498.6	ﾖ		202110
9784-002710532	80349	2021/10/30	トットちゃんと訪ねた子どもたち　撮り続けて三十五年　フォトエッセイ	田沼 武能 著	岩波書店	2021	78p	21cm	岩波ブックレット　Ｎｏ．１０５３	369.4	ﾀ		202110
9784-101802220	80350	2021/10/28	あなたの後ろにいるだれか　眠れぬ夜の八つの物語	恩田 陸 著　阿部 智里 著　宇佐美 まこと 著　彩藤 アザミ 著　澤村 伊智 著　清水 朔 著　あさの あつこ 著　長江 俊和 著	新潮社	2021	290p	16cm	新潮文庫ｎｅｘ　し－２１－１０５	913.68	ｱ		202110
9784-299020284	80351	2021/10/28	月曜日の抹茶カフェ	青山 美智子 著	宝島社	2021	221p	19cm		913.6	ｱｵ		202110
9784-286184920	80352	2021/10/28	余命１０年	小坂 流加 著	文芸社	2017	358p	15cm	文芸社文庫ＮＥＯ　こ５－１	913.6	ｺｻ		202110
9784-794600264	80353	2021/10/28	日本昔話　Ｌｅｖｅｌ　１（１０００－ｗｏｒｄ）　２　金太郎ほか		ＩＢＣパブリッシング	2009	88p	18cm	ラダーシリーズ	837.7	ﾆ	2	202110
9784-794600783	80354	2021/10/28	モーツァルト・ストーリー　Ｌｅｖｅｌ　２（１３００－ｗｏｒｄ）	ジェイク・ロナルドソン 著	ＩＢＣパブリッシング	2011	115p	18cm	ラダーシリーズ	837.7	ﾛ		202110
9784-794601261	80355	2021/10/28	ガイコク人ニッポン体験記　Ｌｅｖｅｌ　３（１６００－ｗｏｒｄ）	レベッカ・ミルナー 著	ＩＢＣパブリッシング	2012	108p	18cm	ラダーシリーズ	837.7	ﾐ		202110
9784-305709394	80356	2021/10/28	文豪たちの住宅事情　住んだ家、住んだ土地から見えてくる文豪たちの人生と文学	田村 景子 編著　小堀 洋平 著　田部 知季 著　吉野 泰平 著	笠間書院	2021	358p	19cm		910.26	ﾌﾞ		202110
9784-488772024	80357	2021/10/28	この地獄の片隅に　パワードスーツＳＦ傑作選	アレステア・レナルズ ほか著　ジャック・キャンベル ほか著　ジョン・ジョゼフ・アダムズ 編　中原 尚哉 訳	東京創元社	2021	393p	15cm	創元ＳＦ文庫　ＳＦン１０－２	933.78	ｺ		202110
9784-569843100	80358	2021/10/28	ウイグル人に何が起きているのか　民族迫害の起源と現在	福島 香織 著	ＰＨＰ研究所	2019	285p	18cm	ＰＨＰ新書　１１８９	316.822	ﾌ		202110
9784-092271821	80359	2021/10/28	春風亭一之輔のおもしろ落語入門	春風亭一之輔 落語、山口晃 画	小学館	2016	125p	22cm		913.7	ｼｭ		202110
9784-150707026	80360	2021/10/28	大穴	ディック・フランシス 著　菊池 光 訳	早川書房	1976	397p	16cm	ハヤカワ・ミステリ文庫　ＨＭ　１２－２	933.7	ﾌ		202110
9784-167900014	80361	2021/10/28	心に吹く風	宇江佐真理 著	文藝春秋	2014	294p	16cm	文春文庫 ; う11-17. 髪結い伊三次捕物余話	913.6	ｳｴ		202110
9784-150120450	80362	2021/10/28	中継ステーション　新訳版	クリフォード・Ｄ．シマック 著　山田 順子 訳	早川書房	2015	366p	16cm	ハヤカワ文庫　ＳＦ　２０４５	933.7	ｼ		202110
9784-087442892	80363	2021/10/28	線量計と奥の細道	ドリアン助川 著	集英社	2021	398p	16cm	集英社文庫　と３２－１	915.6	ﾄﾞ		202110
9784-087442731	80364	2021/10/28	隠れの子	小路 幸也 著	集英社	2021	347p	16cm	集英社文庫　し４６－１５	913.6	ｼｮ		202110
9784-062883870	80365	2021/10/28	憲法という希望	木村 草太 著　国谷 裕子 対談	講談社	2016	221p	18cm	講談社現代新書　２３８７	323.14	ｷ		202110
9784-122071025	80366	2021/10/28	日本建築集中講義	藤森 照信 著　山口 晃 著	中央公論新社	2021	413p	16cm	中公文庫　ふ５０－１	521.8	ﾌ		202110
9784-041304051	80367	2021/10/28	犬神家の一族　改版	横溝 正史 著	ＫＡＤＯＫＡＷＡ	1996	414p	15cm	角川文庫　よ５－５	913.6	ﾖ		202110
9784-041042205	80368	2021/10/28	校閲ガール	宮木 あや子 著	ＫＡＤＯＫＡＷＡ	2016	233p	15cm	角川文庫　み４４－１	913.6	ﾐ		202110
9784-480072894	80369	2021/10/28	芸術人類学講義	鶴岡 真弓 編	筑摩書房	2020	256 10p	18cm	ちくま新書　１４８１	701.3	ﾂ		202110
9784-480073358	80370	2021/10/28	リベラルの敵はリベラルにあり	倉持 麟太郎 著	筑摩書房	2020	358p	18cm	ちくま新書　１５１９	309.1	ｸ		202110
9784-062193221	80371	2021/10/28	ＡＢＣ！　曙第二中学校放送部	市川 朔久子 著	講談社	2015	270p	20cm		913.6	ｲﾁ		202110
	80372	2021/11/1	たじみの自然　2021	たじみの自然展実行委員会		2021	68p	30cm		402.91	ﾀ		202111
9784-488299064	80373	2021/11/10	短編ミステリの二百年　５	グリーン ほか著　ヤッフェ ほか著　小森 収 編　門野 集 ほか訳	東京創元社	2021	653p	15cm	創元推理文庫　Ｍン７－５	908.3	ﾀ	5	202111
9784-041073971	80374	2021/11/17	不死蝶	横溝 正史 著	角川書店	2019	400p	15cm	角川文庫　	913.6	ﾖ		202111
9784-030191303	80375	2021/11/10	ある晴れた夏の朝　英文版	小手鞠 るい 著　グレン・サリバン 訳	偕成社	2021	161p	19cm		913.6	ｺﾃﾞ		202111
