ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
9784-002710617,80522,2022/05/06,外国人労働相談最前線,ｶﾞｲｺｸｼﾞﾝ ﾛｳﾄﾞｳ ｿｳﾀﾞﾝ ｻｲｾﾞﾝｾﾝ,,,岩波ブックレット　Ｎｏ．１０６１,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1061,今野 晴貴 著　岩橋 誠 著,ｺﾝﾉ ﾊﾙｷ ｲﾜﾊｼ ﾏｺﾄ,,366.89,ｺ,,岩波書店,2022,87p,21cm,620,22015638,働く留学生から技能実習生、高度人材まで、かれらが苦しんでいる要因とは何か。「多文化共生社会」を築くための素地は本当に広がっているのか。コロナ禍で急増した労働相談の現場から解決への道筋を探る。,ガイコクジンロウドウシャ　外国人労働者,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710624,80523,2022/05/06,「障害」ある人の「きょうだい」としての私,ｼｮｳｶﾞｲ ｱﾙ ﾋﾄ ﾉ ｷｮｳﾀﾞｲ ﾄ ｼﾃ ﾉ ﾜﾀｸｼ,,,岩波ブックレット　Ｎｏ．１０６２,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1062,藤木 和子 著,ﾌｼﾞｷ ｶｽﾞｺ,,369.27,ﾌ,,岩波書店,2022,67 9p,21cm,620,22015641,障害児者と共に育ち、親よりも長い一生の関係となる「障害児者のきょうだい」は、身近な支援者としての役割を期待される一方で、自身のことは後回しに。「ヤングケアラー」の当事者が自身の体験も交え、支援の必要性を訴える。,ショウガイシャ　キョウダイ　ヤングケアラー　障害者　兄弟　ヤングケアラー,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710648,80598,2022/07/02,誰のための排除アート？　不寛容と自己責任論,ﾀﾞﾚ ﾉ ﾀﾒ ﾉ ﾊｲｼﾞｮ ｱｰﾄ,,,岩波ブックレット　Ｎｏ．１０６４,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1064,五十嵐 太郎 著,ｲｶﾞﾗｼ ﾀﾛｳ,,518.8,ｲ,,岩波書店,2022,63p,21cm,520,22023467,寝そべれないベンチ、禁則事項だらけの公園…。建築物が本来の目的外に使用されないようにする「排除アート」。その歴史・背景をひもとき、日本の公共空間づくりの問題点を浮き彫りにする。,トシケイカク　シャカイテキハイジョ　ホームレス　都市計画　社会的排除　ホームレス,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710655,80629,2022/08/29,いじめ加害者にどう対応するか　処罰と被害者優先のケア,ｲｼﾞﾒ ｶｶﾞｲｼｬ ﾆ ﾄﾞｳ ﾀｲｵｳ ｽﾙ ｶ,,,岩波ブックレット　Ｎｏ．１０６５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1065,斎藤 環 著　内田 良 著,ｻｲﾄｳ ﾀﾏｷ ｳﾁﾀﾞ ﾘｮｳ,,371.42,ｻ,,岩波書店,2022,63p,21cm,520,22027836,いじめ加害者が学校に居続け、被害者の側が立ち去るといういびつな現状をどう変えるべきか。精神科医と社会学者が、いじめを取り巻く人々の意識データ、スクールカーストの構造等から迫り、被害者優先のケアのあり方を論じる。,イジメ　いじめ,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710662,80653,2022/09/07,廃炉とは何か　もう一つの核廃絶に向けて,ﾊｲﾛ ﾄﾜ ﾅﾆ ｶ,,,岩波ブックレット　Ｎｏ．１０６６,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1066,尾松 亮 著,ｵﾏﾂ ﾘｮｳ,,543.5,ｵ,,岩波書店,2022,79p,21cm,620,22032590,福島原発事故から１０年余り、事故炉の廃炉とは何をすることで、一体それは可能なのか。チェルノブイリなど海外の事例も参照しつつ論じ、大量廃炉時代に突入した今、老朽原発を含めた原発廃炉のもつ人類史的重要性を問う。,ゲンシリョクハツデン　ゲンシロ　原子力発電　原子炉,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710679,80684,2022/10/06,ブルーカーボンとは何か　温暖化を防ぐ「海の森」,ﾌﾞﾙｰｶｰﾎﾞﾝ ﾄﾜ ﾅﾆ ｶ,,,岩波ブックレット　Ｎｏ．１０６７,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1067,枝廣 淳子 著,ｴﾀﾞﾋﾛ ｼﾞｭﾝｺ,,519,ｴ,,岩波書店,2022,71p,21cm,580,22035885,気候危機と海洋環境の危機に歯止めをかける切り札として注目されるブルーカーボン。そのしくみや可能性、加速度的に展開する世界の動き、海の豊かさを守り育てることの大切さと身近な取り組みなどをわかりやすく解説する。,チキュウオンダンカ　ニサンカタンソ　モバ　マングローブ　地球温暖化　二酸化炭素　藻場　マングローブ,図書費,白山商会,574,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710686,80685,2022/10/06,危機の中の学問の自由　世界の動向と日本の課題,ｷｷ ﾉ ﾅｶ ﾉ ｶﾞｸﾓﾝ ﾉ ｼﾞﾕｳ,,,岩波ブックレット　Ｎｏ．１０６８,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1068,羽田 貴史 著　広渡 清吾 著　水島 朝穂 著　宮田 由紀夫 著　栗島 智明 著,ﾊﾀ ﾀｶｼ ﾋﾛﾜﾀﾘ ｾｲｺﾞ ﾐｽﾞｼﾏ ｱｻﾎ ﾐﾔﾀ ﾕｷｵ ｸﾘｼﾏ ﾄﾓｱｷ,,377.1,ｷ,,岩波書店,2022,81 6p,21cm,620,22035886,世界的にも注目されている、学問・研究の自由の確保。政治・経済の影響が大きくなり、介入や規制が多発する一方で、国際的な権利保障の枠組みづくりが進んでいる。学問と社会の関係を見直し、対応が遅れた日本の現在を伝える。,ガクモンノジユウ　学問の自由,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710693,80710,2022/10/31,佐渡鉱山と朝鮮人労働,ｻﾄﾞｺｳｻﾞﾝ ﾄ ﾁｮｳｾﾝｼﾞﾝ ﾛｳﾄﾞｳ,,,岩波ブックレット　Ｎｏ．１０６９,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1069,竹内 康人 著,ﾀｹｳﾁ ﾔｽﾄ,,562.1,ﾀ,,岩波書店,2022,84p,21cm,620,22040504,戦時、朝鮮人が苦しんだ土地という「負の歴史」を否定できない佐渡金山。動員された朝鮮人の名簿や争議の記録など、貴重な第一次史料や労務係、被害者の証言から、労働の実態を描き出す。,サドキンザン　コウザンロウドウ　キョウセイロウドウ　チョウセンジン（ニホンザイリュウ）　佐渡金山　鉱山労働　強制労働　朝鮮人（日本在留）,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710709,80768,2022/11/28,うたに刻まれたハンセン病隔離の歴史　園歌はうたう,ｳﾀ ﾆ ｷｻﾞﾏﾚﾀ ﾊﾝｾﾝﾋﾞｮｳ ｶｸﾘ ﾉ ﾚｷｼ,,,岩波ブックレット　Ｎｏ．１０７０,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1070,沢 知恵 著,ｻﾜ ﾄﾓｴ,,767.6,ｻ,,岩波書店,2022,83p,21cm,620,22044857,「民族浄化」「一大家族」「楽土」の歌詞を、声あわせうたったハンセン病療養所の園歌。だれが何の目的でつくったのか。ハンセン病回復者とかかわりつづけた著者が、そのなぞを追った記録。園歌が聴けるＱＲコード付き。,カキョク　ハンセンビョウリョウヨウジョ　ハンセンビョウ　歌曲　ハンセン病療養所　ハンセン病,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710716,80769,2022/11/28,隣人のあなた　「移民社会」日本でいま起きていること,ﾘﾝｼﾞﾝ ﾉ ｱﾅﾀ,,,岩波ブックレット　Ｎｏ．１０７１,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1071,安田 菜津紀 著,ﾔｽﾀﾞ ﾅﾂｷ,,329.94,ﾔ,,岩波書店,2022,71p,21cm,580,22044858,入管での理不尽な死、技能実習生の過酷な孤立出産、外国人へのヘイトと監視の目…。シリアで、ウクライナで、世界各国で。国内外で苦境にある人々を見つめてきたジャーナリストが、日本のいまの実態を報告する。,シュツニュウコクカンリ　ナンミン　ガイコクジン（ニホンザイリュウ）　出入国管理　難民　外国人（日本在留）,図書費,白山商会,574,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710723,80820,2023/01/16,培養肉とは何か？,ﾊﾞｲﾖｳ ﾆｸ ﾄﾜ ﾅﾆ ｶ,,,岩波ブックレット　Ｎｏ．１０７２,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1072,竹内 昌治 著　日比野 愛子 著,ﾀｹｳﾁ ｼｮｳｼﾞ ﾋﾋﾞﾉ ｱｲｺ,,648.2,ﾀ,,岩波書店,2022,61 2p,21cm,520,22049316,食料不足などを背景に登場した培養肉。種類がいろいろで作製技術も異なる培養肉について、用いられた先端技術と将来の可能性、課題と最低限の基礎知識をまとめる。,ニクニクセイヒン　バイヨウ　肉・肉製品　培養,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710730,80821,2023/01/21,「情報自由法」で社会を変える！　情報開示最強ツールの実践ガイド,ｼﾞｮｳﾎｳｼﾞﾕｳﾎｳ ﾃﾞ ｼｬｶｲ ｵ ｶｴﾙ,,,岩波ブックレット　Ｎｏ．１０７３,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1073,ジョン・ミッチェル 著　阿部 小涼 訳,ﾐｯﾁｪﾙ ｼﾞｮﾝ ｱﾍﾞ ｺｽｽﾞ ｼﾞｮﾝﾐｯﾁｪﾙ,,317.953,ﾐ,,岩波書店,2023,78 6p,21cm,620,23002288,専門家やジャーナリスト、米国人でなくても、米国政府の文書にアクセスできる「情報自由法」。ジャーナリストがその最強使用法を徹底解説する。申請書や不服申立てに必要な英文サンプルレターも収録する。,シルケンリ　アメリカガッシュウコク セイジギョウセイ　ニホン タイガイカンケイ アメリカガッシュウコク　知る権利　アメリカ合衆国 政治・行政　日本 対外関係 アメリカ合衆国,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710747,80822,2023/01/21,ＨＳＰブームの功罪を問う,ｴｲﾁｴｽﾋﾟｰ ﾌﾞｰﾑ ﾉ ｺｳｻﾞｲ ｵ ﾄｳ,,,岩波ブックレット　Ｎｏ．１０７４,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1074,飯村 周平 著,ｲｲﾑﾗ ｼｭｳﾍｲ,,493.79,ｲ,,岩波書店,2023,86p,21cm,620,23002290,「とても感受性の高い人」という当初の意味を超え、問題のある取り上げ方も広がっている「繊細さん」現象。様々なデータをもとに、ＨＳＰブームの実情を整理し、その「功」と「罪」を考察。ブームの実情を明らかにする。,セイシンエイセイ　精神衛生,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-002710754,80833,2023/02/20,私たちと戦後責任　日本の歴史認識を問う,ﾜﾀｸｼ ﾀﾁ ﾄ ｾﾝｺﾞ ｾｷﾆﾝ,,,岩波ブックレット　Ｎｏ．１０７５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1075,宇田川 幸大 著,ｳﾀﾞｶﾞﾜ ｺｳﾀ,,319.1,ｳ,,岩波書店,2023,60p,21cm,570,23006061,長引くウクライナ戦争、東アジアの緊張の高まりなどをうけ、「戦争の危機」が喧伝されている。戦後日本がつくりあげてきた平和主義を再生・発展させるために、歴史認識を問い直す。,ニホン タイガイカンケイ レキシ　タイヘイヨウセンソウ　日本 対外関係 歴史　太平洋戦争（１９４１～１９４５）,図書費,白山商会,564,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-003247129,52093,2022/12/21,終戦日記一九四五,ｼｭｳｾﾝ ﾆｯｷ ｲﾁｷｭｳﾖﾝｺﾞ,,,岩波文庫　３２－４７１－２,ｲﾜﾅﾐﾌﾞﾝｺ 32-471-2,エーリヒ・ケストナー 著　酒寄 進一 訳,ｹｽﾄﾅｰ ｴｰﾘﾋ ｻｶﾖﾘ ｼﾝｲﾁ ｴｰﾘﾋｹｽﾄﾅｰ,,945.7,ケ,,岩波書店,2023,368p,15cm,970,22025096,大人は子どもよりも愚かではないか？　「エーミールと探偵たち」などで知られる児童文学者エーリヒ・ケストナーが、第三帝国末期から終戦直後にかけて右往左往する大人たちの姿を皮肉とユーモアたっぷりに描き出す。,,図書費,ＴＲＣ,970,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-004319122,80465,2022/04/11,人権と国家　理念の力と国際政治の現実,ｼﾞﾝｹﾝ ﾄ ｺｯｶ,,,岩波新書　新赤版　１９１２,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1912,筒井 清輝 著,ﾂﾂｲ ｷﾖﾃﾙ,,329.21,ﾂ,,岩波書店,2022,13 230 6p,18cm,860,22007861,今や政府・企業・組織・個人のどのレベルでも求められる「人権力」とは。人権の普遍化の歩みをたどり、内政干渉を嫌う国家が自らの権力を縛る人権システムの発展を許した２０世紀の国際政治の逆説を解説する。,コクサイホウ　ジンケン　国際法　人権,図書費,白山商会,851,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004319139,80466,2022/04/11,政治責任　民主主義とのつき合い方,ｾｲｼﾞ ｾｷﾆﾝ,,,岩波新書　新赤版　１９１３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1913,鵜飼 健史 著,ｳｶｲ ﾀｹﾌﾐ,,311.7,ｳ,,岩波書店,2022,8 256p,18cm,900,22007864,政治責任を問うことも、それを看過することも日常になったいま、「政治に無責任はつきものだ」という諦念を追認するしかないのか。Ｈ・アーレントや丸山眞男などを参照しつつ、政治責任をめぐるもどかしさの根源を究明する。,ミンシュシュギ　民主主義,図書費,白山商会,891,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004319146,80467,2022/04/11,土地は誰のものか　人口減少時代の所有と利用,ﾄﾁ ﾜ ﾀﾞﾚ ﾉ ﾓﾉ ｶ,,,岩波新書　新赤版　１９１４,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1914,五十嵐 敬喜 著,ｲｶﾞﾗｼ ﾀｶﾖｼ,,334.6,ｲ,,岩波書店,2022,11 256p,18cm,900,22007865,地価高騰・バブルから、空き家・空き地の増大へ。生活の基盤である土地はどうなるのか。土地基本法と相続など関連する個別法を解説するとともに、都市計画との連動や「現代総有」の考え方から、土地政策を根本的に再考する。,トチセイサク　土地政策,図書費,白山商会,891,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004319153,80468,2022/04/11,検証政治改革　なぜ劣化を招いたのか,ｹﾝｼｮｳ ｾｲｼﾞ ｶｲｶｸ,,,岩波新書　新赤版　１９１５,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1915,川上 高志 著,ｶﾜｶﾐ ﾀｶｼ,,312.1,ｶ,,岩波書店,2022,12 250p,18cm,900,22007867,「一強」政治ゆえの驕り、進む国会軽視…。平成の政治改革が期待された効果を上げず、かえって政治の劣化を招いたのはなぜか。ファクトにもとづいて検証、その原因を探り、令和の時代にふさわしい新しい政治改革を提言する。,ニホン セイジギョウセイ　日本 政治・行政,図書費,白山商会,891,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004319160,80469,2022/04/11,東京大空襲の戦後史,ﾄｳｷｮｳﾀﾞｲｸｳｼｭｳ ﾉ ｾﾝｺﾞ ｼ,,,岩波新書　新赤版　１９１６,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1916,栗原 俊雄 著,ｸﾘﾊﾗ ﾄｼｵ,,369.37,ｸ,,岩波書店,2022,3 212 2p,18cm,860,22007871,東京大空襲の被害に今なお苦しむ多くの人たち。国に対して救済を求めて立ち上がった空襲被害者たちの闘いを描きながら、この国の「戦後」とは何であったのかを問う。『毎日新聞』ニュースサイト連載を加筆、再構成し新書化。,センソウギセイシャ　トウキョウダイクウシュウ　戦争犠牲者　東京大空襲（１９４５）,図書費,白山商会,851,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004319177,80473,2022/04/11,世界史の考え方,ｾｶｲｼ ﾉ ｶﾝｶﾞｴｶﾀ,,,岩波新書　新赤版　１９１７,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1917,小川 幸司 編　成田 龍一 編,ｵｶﾞﾜ ｺｳｼﾞ ﾅﾘﾀ ﾘｭｳｲﾁ,,209.5,ｾ,,岩波書店,2022,11 363p,18cm,1160,22012809,高校の新科目「歴史総合」。中国史、イギリス史、アメリカ史、アフリカ史、中東史の歴史家とともに、近現代史の名著を題材に、歴史研究の最前線や歴史像の形成過程、概念に基づく比較、問いや対話による歴史総合の実践を示す。,セカイシ キンダイ　レキシキョウイク　世界史 近代　歴史教育,図書費,白山商会,1148,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-004319184,80594,2022/07/02,歴史像を伝える　「歴史叙述」と「歴史実践」,ﾚｷｼ ｿﾞｳ ｵ ﾂﾀｴﾙ,,,岩波新書　新赤版　１９１８,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1918,成田 龍一 著,ﾅﾘﾀ ﾘｭｳｲﾁ,,210.6,ﾅ,,岩波書店,2022,22 353p,18cm,1160,22025563,歴史の知識と今を生きる自らの歴史的思考力を結び付けて、「歴史実践」を行うことが求められる「歴史総合」の授業。明治維新、近代化、大衆化、グローバル化の「歴史叙述」を解釈し、教室での「歴史実践」の学びに迫る。,ニホン レキシ キンダイ　レキシガク　日本 歴史 近代　歴史学,図書費,白山商会,1148,新書書架,,,,,False,,,,False,,,1,False,False,True,,
