ISBN	rgtn	ukeymd	title	auth	pub	pub_year	page	size	series	cls1	cls2	cls3	ukeymd_1
9788-853001214	81529	2024/9/21	The turn of the screw	Henry James	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853001214	81530	2024/9/21	The turn of the screw	Henry James	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853001214	81531	2024/9/21	The turn of the screw	Henry James	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853001214	81532	2024/9/21	The turn of the screw	Henry James	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853004130	81533	2024/9/21	Daisy Miller	Henry James	Black Cat	2006	94p	21cm	Reading and training  Step 4　B2.1	837.7	RE		202409
9788-853004130	81534	2024/9/21	Daisy Miller	Henry James	Black Cat	2006	94p	21cm	Reading and training  Step 4　B2.1	837.7	RE		202409
9788-853004130	81535	2024/9/21	Daisy Miller	Henry James	Black Cat	2006	94p	21cm	Reading and training  Step 4　B2.1	837.7	RE		202409
9788-853001351	81536	2024/9/21	Pride and prejudice	Jane Austen	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001351	81537	2024/9/21	Pride and prejudice	Jane Austen	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853009562	81538	2024/9/21	Kim	Rudyard Kipling	Black Cat	2009	127p	21cm	Reading and training  step 3  B1.2	837.7	RE		202409
9788-853008305	81539	2024/9/21	True adventures stories	Peter Foreman	Black Cat	2008	111p	21cm	Reading and training  step 3  B1.2	837.7	RE		202409
9788-877549334	81540	2024/9/21	Vanity fair	William Makepeace Thackeray	Black Cat	2004	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549334	81541	2024/9/21	Vanity fair	William Makepeace Thackeray	Black Cat	2004	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853002952	81542	2024/9/21	A study in scarlet	Sir Arthur Conan Doyle	Black Cat	2006	111p	21cm	Reading and training  Step 4　B2.1	837.7	RE		202409
9788-853002952	81543	2024/9/21	A study in scarlet	Sir Arthur Conan Doyle	Black Cat	2006	111p	21cm	Reading and training  Step 4　B2.1	837.7	RE		202409
9788-853001542	81544	2024/9/21	Much ado about nothing	William Shakespeare	Black Cat	2003	128p	24cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853000330	81545	2024/9/21	A midsummer night's dream	William Shakespeare	Black Cat	2003	95p	24cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-877546081	81546	2024/9/21	The taming of the shrew	William Shakespeare	Black Cat	2000	127p	24cm	Reading and training  intermediate	837.7	RE		202409
9788-877549105	81547	2024/9/21	Heart of darkness	Joseph Conrad	Black Cat	2003	112p	24cm	Reading and training  intermediate	837.7	RE		202409
9788-877549105	81548	2024/9/21	Heart of darkness	Joseph Conrad	Black Cat	2003	112p	24cm	Reading and training  intermediate	837.7	RE		202409
9788-877549105	81549	2024/9/21	Heart of darkness	Joseph Conrad	Black Cat	2003	112p	24cm	Reading and training  intermediate	837.7	RE		202409
9788-877549105	81550	2024/9/21	Heart of darkness	Joseph Conrad	Black Cat	2003	112p	24cm	Reading and training  intermediate	837.7	RE		202409
9780-439559638	81551	2024/9/24	Lost treasure of the emerald eye	Geronimo Stilton	Scholastic	2004	116p	20cm	Geronimo Stilton  1	837.7	ST		202409
9780-439559638	81552	2024/9/24	Lost treasure of the emerald eye	Geronimo Stilton	Scholastic	2004	116p	20cm	Geronimo Stilton  1	837.7	ST		202409
9780-439559638	81553	2024/9/24	Lost treasure of the emerald eye	Geronimo Stilton	Scholastic	2004	116p	20cm	Geronimo Stilton  1	837.7	ST		202409
9780-439559638	81554	2024/9/24	Lost treasure of the emerald eye	Geronimo Stilton	Scholastic	2004	116p	20cm	Geronimo Stilton  1	837.7	ST		202409
9780-439559638	81555	2024/9/24	Lost treasure of the emerald eye	Geronimo Stilton	Scholastic	2004	116p	20cm	Geronimo Stilton  1	837.7	ST		202409
9780-439559645	81556	2024/9/24	The curse of the cheese pyramid	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  2	837.7	ST		202409
9780-439559645	81557	2024/9/24	The curse of the cheese pyramid	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  2	837.7	ST		202409
9780-439559645	81558	2024/9/24	The curse of the cheese pyramid	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  2	837.7	ST		202409
9780-439559645	81559	2024/9/24	The curse of the cheese pyramid	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  2	837.7	ST		202409
9788-073005993	81560	2024/9/24	The curse of the cheese pyramid	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  2	837.7	ST		202409
9780-439559652	81561	2024/9/24	Cat and mouse in a haunted house	Geronimo Stilton	Scholastic	2004	111p	20cm	Geronimo Stilton  3	837.7	ST		202409
9780-439559652	81562	2024/9/24	Cat and mouse in a haunted house	Geronimo Stilton	Scholastic	2004	111p	20cm	Geronimo Stilton  3	837.7	ST		202409
9780-439559652	81563	2024/9/24	Cat and mouse in a haunted house	Geronimo Stilton	Scholastic	2004	111p	20cm	Geronimo Stilton  3	837.7	ST		202409
9780-439559652	81564	2024/9/24	Cat and mouse in a haunted house	Geronimo Stilton	Scholastic	2004	111p	20cm	Geronimo Stilton  3	837.7	ST		202409
9780-439559652	81565	2024/9/24	Cat and mouse in a haunted house	Geronimo Stilton	Scholastic	2004	111p	20cm	Geronimo Stilton  3	837.7	ST		202409
9780-439559669	81566	2024/9/24	I'm too fond of my fur!	Geronimo Stilton	Scholastic	2004	116p	20cm	Geronimo Stilton  4	837.7	ST		202409
9780-439559690	81567	2024/9/24	Red pizzas for a blue count	Geronimo Stilton	Scholastic	2004	116p	20cm	Geronimo Stilton  7	837.7	ST		202409
9780-439559706	81568	2024/9/24	Attack of the bandit cats	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  8	837.7	ST		202409
9780-439559706	81569	2024/9/24	Attack of the bandit cats	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  8	837.7	ST		202409
9780-439559706	81570	2024/9/24	Attack of the bandit cats	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  8	837.7	ST		202409
9780-439559706	81571	2024/9/24	Attack of the bandit cats	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  8	837.7	ST		202409
9780-439559706	81572	2024/9/24	Attack of the bandit cats	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  8	837.7	ST		202409
9780-439559713	81573	2024/9/25	A fabumouse vacation for geronimo	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  9	837.7	ST		202409
9780-439559713	81574	2024/9/25	A fabumouse vacation for geronimo	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  9	837.7	ST		202409
9780-439559713	81575	2024/9/25	A fabumouse vacation for geronimo	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  9	837.7	ST		202409
9780-439559713	81576	2024/9/25	A fabumouse vacation for geronimo	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  9	837.7	ST		202409
9780-439559713	81577	2024/9/25	A fabumouse vacation for geronimo	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  9	837.7	ST		202409
9780-439559720	81578	2024/9/25	All because of a cup of coffee	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  10	837.7	ST		202409
9780-439559720	81579	2024/9/25	All because of a cup of coffee	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  10	837.7	ST		202409
9780-439559720	81580	2024/9/25	All because of a cup of coffee	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  10	837.7	ST		202409
9780-439559720	81581	2024/9/25	All because of a cup of coffee	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  10	837.7	ST		202409
9780-439559720	81582	2024/9/25	All because of a cup of coffee	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  10	837.7	ST		202409
9780-439559737	81583	2024/9/25	It's Halloween  you 'fraidy mouse!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  11	837.7	ST		202409
9780-439559737	81584	2024/9/25	It's Halloween  you 'fraidy mouse!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  11	837.7	ST		202409
9780-439559737	81585	2024/9/25	It's Halloween  you 'fraidy mouse!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  11	837.7	ST		202409
9780-439559737	81586	2024/9/25	It's Halloween  you 'fraidy mouse!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  11	837.7	ST		202409
9780-439559737	81587	2024/9/25	It's Halloween  you 'fraidy mouse!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  11	837.7	ST		202409
9780-439559744	81588	2024/9/25	Merry christmas Geronimo!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  12	837.7	ST		202409
9780-439559744	81589	2024/9/25	Merry christmas Geronimo!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  12	837.7	ST		202409
9780-439559744	81590	2024/9/25	Merry christmas Geronimo!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  12	837.7	ST		202409
9780-439559744	81591	2024/9/25	Merry christmas Geronimo!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  12	837.7	ST		202409
9780-439559744	81592	2024/9/25	Merry christmas Geronimo!	Geronimo Stilton	Scholastic	2004	113p	20cm	Geronimo Stilton  12	837.7	ST		202409
9780-439661621	81593	2024/9/25	The phantom of the subway	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  13	837.7	ST		202409
9780-439661621	81594	2024/9/25	The phantom of the subway	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  13	837.7	ST		202409
9780-439661621	81595	2024/9/25	The phantom of the subway	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  13	837.7	ST		202409
9780-439661621	81596	2024/9/25	The phantom of the subway	Geronimo Stilton	Scholastic	2004	112p	20cm	Geronimo Stilton  13	837.7	ST		202409
