978-4-002710-24-2,50261,2020/04/28,介護保険が危ない！,ｶｲｺﾞﾎｹﾝ ｶﾞ ｱﾌﾞﾅｲ,,,岩波ブックレット Ｎｏ．１０２４,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1024,上野 千鶴子／編 樋口 恵子／編,ｳｴﾉ ﾁｽﾞｺ ﾋｸﾞﾁ ｹｲｺ,,364.4,ｳ,,岩波書店,2020,83 4p,21cm,620,20017833,介護保険制度の開始から２０年。介護保険を誰にとっても使いやすいものにするため、介護保険の現実をケアの専門家たちが訴える。２０２０年１月開催「介護保険の後退を絶対に許さない！１・１４院内集会」の記録を基に書籍化。,カイゴホケン　介護保険,図書費,白山商会,613,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-25-9,50275,2020/06/25,強制不妊と優生保護法 “公益”に奪われたいのち,ｷｮｳｾｲﾌﾆﾝ ﾄ ﾕｳｾｲﾎｺﾞﾎｳ  ｺｳｴｷ ﾆ ｳﾊﾞﾜﾚﾀ ｲﾉﾁ,,,岩波ブックレット Ｎｏ．１０２５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1025,藤野 豊／著,ﾌｼﾞﾉ ﾕﾀｶ,,498.25,ﾌ,,岩波書店,2020,59p,21cm,520,20021329,相次ぐ国家賠償訴訟によって、ようやく可視化されるに至った強制不妊手術の実態。日本国憲法で謳われた“公益”が優生保護法を生み、「障害者」やハンセン病患者の人権を奪う不妊手術を強制する根拠・論理となった歴史を辿る。,ユウセイモンダイ　優生問題,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-26-6,50274,2020/06/25,どうする！？新型コロナ,ﾄﾞｳｽﾙ ｼﾝｶﾞﾀｺﾛﾅ,,,岩波ブックレット Ｎｏ．１０２６,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1026,岡田 晴恵／著,ｵｶﾀﾞ ﾊﾙｴ,,498.6,ｵ,,岩波書店,2020,55p,21cm,520,20021330,２０１９年末に中国で発生した新型コロナウイルス感染症ＣＯＶＩＤ－１９。感染症対策の第一人者が、ウイルス学の専門家や臨床医からの情報を得、基本的な情報や予防法、治療や今後の見通しを、Ｑ＆Ａとイラストで簡潔に語る。,シンガタコロナウイルスカンセンショウ　新型コロナウイルス感染症,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-27-3,50276,2020/06/25,加害者家族を支援する 支援の網の目からこぼれる人々,ｶｶﾞｲｼｬ ｶｿﾞｸ ｵ ｼｴﾝ ｽﾙ  ｼｴﾝ ﾉ ｱﾐ ﾉ ﾒ ｶﾗ ｺﾎﾞﾚﾙ ﾋﾄﾋﾞﾄ,,,岩波ブックレット Ｎｏ．１０２７,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1027,阿部 恭子／著,ｱﾍﾞ ｷｮｳｺ,,368.6,ｱ,,岩波書店,2020,71p,21cm,580,20025342,軽犯罪から重大事件まで、被害者と加害者の狭間でバッシングの矢面に立ち、助けもなく放置される「加害者家族」。支援団体を設立して１０年以上の著者が、実例にもとづき、危機的状況への介入など、支援の必要性を訴える。,ハンザイニン　カゾク　犯罪人　家族,図書費,白山商会,574,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-28-0,50325,2020/08/06,明子のピアノ 被爆をこえて奏で継ぐ,ｱｷｺ ﾉ ﾋﾟｱﾉ  ﾋﾊﾞｸ ｵ ｺｴﾃ ｶﾅﾃﾞ ﾂｸﾞ ,,,岩波ブックレット Ｎｏ．１０２８,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1028,中村 真人／著,ﾅｶﾑﾗ ﾏｻﾄ,,319.8,ﾅ,,岩波書店,2020,71p,21cm,680,20029322,１９歳で広島の原爆に命を奪われた河本明子さん。愛奏していたピアノはその響きを取り戻し、「音楽で平和を」の輪を世界に広げ…。原爆の記憶を伝え、未来につなげる物語。,ゲンシバクダン ヒガイ　ピアノ　原子爆弾 被害　ピアノ,図書費,白山商会,373,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-29-7,50356,2020/08/29,湯川秀樹の戦争と平和 ノーベル賞科学者が遺した希望,ﾕｶﾜ ﾋﾃﾞｷ ﾉ ｾﾝｿｳ ﾄ ﾍｲﾜ  ﾉｰﾍﾞﾙｼｮｳ ｶｶﾞｸｼｬ ｶﾞ ﾉｺｼﾀ ｷﾎﾞｳ,,,岩波ブックレット Ｎｏ．１０２９,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1029,小沼 通二／著,ｺﾇﾏ ﾐﾁｼﾞ,,289.1,ｺ,,岩波書店,2020,87p,21cm,620,20033925,日本初のノーベル賞受賞者・湯川秀樹は、なぜ軍事研究に関わり、戦後、平和運動に身を捧げたのか。遺された日記や文章から湯川の取組みや思想を追い、コロナ禍や気候危機、少子高齢社会下の我々のあり方を考える。写真も掲載。,ユカワ ヒデキ　湯川秀樹,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-30-3,50357,2020/08/29,永遠の化学物質（フォーエバー・ケミカル）水のＰＦＡＳ汚染,ﾌｫｰｴﾊﾞｰ ｹﾐｶﾙ ﾐｽﾞ ﾉ ﾋﾟｰﾌｧｽ ｵｾﾝ  ｴｲｴﾝ ﾉ ｶｶﾞｸ ﾌﾞｯｼﾂ ﾐｽﾞ ﾉ ﾋﾟｰｴﾌｴｰｴｽ ｵｾﾝ,,,岩波ブックレット Ｎｏ．１０３０,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1030,ジョン・ミッチェル／著 小泉 昭夫／著 島袋 夏子／著 阿部 小涼／訳,ﾐｯﾁｪﾙ ｼﾞｮﾝ ｺｲｽﾞﾐ ｱｷｵ ｼﾏﾌﾞｸﾛ ﾅﾂｺ ｱﾍﾞ ｺｽｽﾞ ｼﾞｮﾝﾐｯﾁｪﾙ,,519.4,ﾌ,,岩波書店,2020,85 2p,21cm,620,20033926,焦げつかないフライパン等の生活用品に使用されるＰＦＡＳ（有機フッ素化合物）は、何千年も分解されず、発がん性が疑われる。それは米軍基地や工場から流出し、日本の水を汚染して…。基準値のない日本の水の安全性を追う。,スイシツオダク　ユウキフッソカゴウブツ　水質汚濁　有機弗素化合物,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-31-0,50387,2020/10/01,官製ワーキングプアの女性たち あなたを支える人たちのリアル,ｶﾝｾｲ ﾜｰｷﾝｸﾞﾌﾟｱ ﾉ ｼﾞｮｾｲ ﾀﾁ  ｱﾅﾀ ｵ ｻｻｴﾙ ﾋﾄ ﾀﾁ ﾉ ﾘｱﾙ,,,岩波ブックレット Ｎｏ．１０３１,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1031,竹信 三恵子／編 戒能 民江／編 瀬山 紀子／編,ﾀｹﾉﾌﾞ ﾐｴｺ ｶｲﾉｳ ﾀﾐｴ ｾﾔﾏ ﾉﾘｺ,,318.3,ｶ,,岩波書店,2020,79p,21cm,620,20037826,公共サービスの多くが、短期契約の不安定な非正規公務員に支えられている。しかも、その４分の３は女性。会計年度任用職員制度と新型コロナ禍に襲われる現場からの切実な声を届け、持続可能な公共サービスのあり方を考える。,チホウコウムイン　ヒセイキコヨウ　ジョセイロウドウシャ　地方公務員　非正規雇用　女性労働者,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-32-7,50388,2020/10/01,子どもの心の声を聴く 子どもアドボカシー入門,ｺﾄﾞﾓ ﾉ ｺｺﾛ ﾉ ｺｴ ｵ ｷｸ  ｺﾄﾞﾓ ｱﾄﾞﾎﾞｶｼｰ ﾆｭｳﾓﾝ,,,岩波ブックレット Ｎｏ．１０３２,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1032,堀 正嗣／著,ﾎﾘ ﾏｻﾂｸﾞ,,369.4,ﾎ,,岩波書店,2020,63p,21cm,520,20037829,いじめや虐待など子どもを巡る社会状況が厳しさを増すなか、世界的に注目されているのが、子どもの声を聴き、その声を社会に伝える「子どもアドボカシー」。長年、研究と実践に携わってきた著者が、具体的にその方法を語る。,ジドウフクシ　ケースワーク　児童福祉　ケース・ワーク,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-33-4,50422,2020/11/02,買い物難民対策で田舎を残す,ｶｲﾓﾉﾅﾝﾐﾝ ﾀｲｻｸ ﾃﾞ ｲﾅｶ ｵ ﾉｺｽ,,,岩波ブックレット Ｎｏ．１０３３,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1033,村上 稔／著,ﾑﾗｶﾐ ﾐﾉﾙ,,365,ﾑ,,岩波書店,2020,79p,21cm,620,20042472,超高齢社会と地方の過疎、都市の過密により深刻さを増す買い物難民問題。持続可能なやり方で「田舎を残す」ことにこだわる移動スーパーの先駆者が、その現状と対策のポイントや副産物、今後の課題と提案をまとめる。,ショクリョウヒンアクセスモンダイ　カソカミツ　食料品アクセス問題　過疎・過密,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-34-1,50423,2020/11/02,最新知見で新型コロナとたたかう,ｻｲｼﾝ ﾁｹﾝ ﾃﾞ ｼﾝｶﾞﾀｺﾛﾅ ﾄ ﾀﾀｶｳ,,,岩波ブックレット Ｎｏ．１０３４,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1034,岡田 晴恵／著,ｵｶﾀﾞ ﾊﾙｴ,,498.6,ｵ,,岩波書店,2020,63p,21cm,520,20042473,原因ウイルスの正体、対抗・防衛手段となる検査方法、免疫の新常識、ワクチンや薬の開発の現在…。真の経済活動と感染拡大抑制の両立のために、新型コロナウイルス感染症についての最新の科学的知見を基本から解説する。,シンガタコロナウイルスカンセンショウ　新型コロナウイルス感染症,図書費,白山商会,515,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-35-8,80030,2020/12/05,成人式とは何か,ｾｲｼﾞﾝｼｷ ﾄﾜ ﾅﾆ ｶ,,,岩波ブックレット Ｎｏ．１０３５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1035,田中 治彦／著,ﾀﾅｶ ﾊﾙﾋｺ,,385.3,ﾀ,,岩波書店,2020,77 2p,21cm,620,20047016,民法改正により２０２２年度から成人年齢が１８歳となる。各自治体主導で行われてきた２０歳での成人式はどうなるのか。成人式の歴史を振り返りながら、社会におけるその意味と今後の展望を多角的に検討する。,セイジンシキ　成人式,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002710-36-5,80031,2020/12/05,見えない脳損傷ＭＴＢＩ,ﾐｴﾅｲ ﾉｳ ｿﾝｼｮｳ ｴﾑﾃｨｰﾋﾞｰｱｲ,,,岩波ブックレット Ｎｏ．１０３６,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 1036,山口 研一郎／著,ﾔﾏｸﾞﾁ ｹﾝｲﾁﾛｳ,,493.73,ﾔ,,岩波書店,2020,86p,21cm,620,20047019,ＭＴＢＩ（軽度外傷性脳損傷）の多様な症状、診断、対処法について、治療・相談に取り組んできた医師が具体的な症例をもとに詳しく紹介。保険認定をめぐる問題点も解説する。「ＭＴＢＩに関する法律的立場からの見解」も収録。,コウジノウキノウショウガイ　高次脳機能障害,図書費,白山商会,614,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-003107-02-7,50346,2020/08/18,地獄変・邪宗門・好色・薮の中 他七篇 改版,ｼﾞｺﾞｸﾍﾝ ｼﾞｬｼｭｳﾓﾝ ｺｳｼｮｸ ﾔﾌﾞﾉﾅｶ ﾎｶﾅﾅﾍﾝ,,,岩波文庫,ｲﾜﾅﾐﾌﾞﾝｺ,芥川 竜之介／作,ｱｸﾀｶﾞﾜ ﾘｭｳﾉｽｹ,,913.6,ｱ,,岩波書店,1980,243p,15cm,640,80-06245,,,図書費,白山商会,634,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-003202-01-2,80008,2020/11/20,西遊記 １,ｻｲﾕｳｷ,,,岩波文庫,ｲﾜﾅﾐﾌﾞﾝｺ,呉 承恩／作 中野 美代子／訳,ｺﾞ ｼｮｳｵﾝ ﾅｶﾉ ﾐﾖｺ,,923.5,ﾅ,1,岩波書店,2005,454p,15cm,1000,05002172,,,図書費,白山商会,990,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-003202-02-9,80009,2020/11/20,西遊記 ２,ｻｲﾕｳｷ,,,岩波文庫,ｲﾜﾅﾐﾌﾞﾝｺ,呉 承恩／作 中野 美代子／訳,ｺﾞ ｼｮｳｵﾝ ﾅｶﾉ ﾐﾖｺ,,923.5,ﾅ,2,岩波書店,2005,445p,15cm,1000,05007696,,,図書費,白山商会,990,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-003202-03-6,80010,2020/11/20,西遊記 ３,ｻｲﾕｳｷ,,,岩波文庫,ｲﾜﾅﾐﾌﾞﾝｺ,呉 承恩／作 中野 美代子／訳,ｺﾞ ｼｮｳｵﾝ ﾅｶﾉ ﾐﾖｺ,,923.5,ﾅ,3,岩波書店,2005,442p,15cm,960,05013261,,,図書費,白山商会,950,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-003202-04-3,80011,2020/11/20,西遊記 ４ 改版,ｻｲﾕｳｷ,,,岩波文庫,ｲﾜﾅﾐﾌﾞﾝｺ,呉 承恩／作 中野 美代子／訳,ｺﾞ ｼｮｳｵﾝ ﾅｶﾉ ﾐﾖｺ,,923.5,ﾅ,4,岩波書店,2005,445p,15cm,960,05013264,,,図書費,白山商会,950,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-003277-43-0,50414,2020/10/08,白い病,ｼﾛｲ ﾔﾏｲ,,,岩波文庫 ３２－７７４－３,ｲﾜﾅﾐﾌﾞﾝｺ 32-774-3,カレル・チャペック／作 阿部 賢一／訳,ﾁｬﾍﾟｯｸ ｶﾚﾙ ｱﾍﾞ ｹﾝｲﾁ ｶﾚﾙﾁｬﾍﾟｯｸ,,989.52,ﾁ,,岩波書店,2020,189p,15cm,580,20039528,戦争目前の世界で、突如「雪崩のように」流行り始めた未知の疫病。そこへ特効薬を発見したという貧しい町医者が現れるが、施療に際し、彼は一つだけ条件を提示した－。１９３７年刊行の名作ＳＦ戯曲。,,図書費,白山商会,574,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-73-9,50350,2020/08/29,グローバル時代のアメリカ 冷戦時代から２１世紀,ｸﾞﾛｰﾊﾞﾙ ｼﾞﾀﾞｲ ﾉ ｱﾒﾘｶ  ﾚｲｾﾝ ｼﾞﾀﾞｲ ｶﾗ ﾆｼﾞｭｳｲｯｾｲｷ,,,岩波新書　新赤版 １７７３ シリーズアメリカ合衆国史 ４,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1773 ｼﾘｰｽﾞｱﾒﾘｶｶﾞｯｼｭｳｺｸｼ 4,古矢 旬／著,ﾌﾙﾔ ｼﾞｭﾝ,,253.073,ﾌ,,岩波書店,2020,322 18p,18cm,900,20035530,「アメリカの夢」を失った超大国は統御不能なグローバル化と和解困難な国内の分極化へ向かう。脱工業化を模索する７０年代から、保守化と冷戦の終焉を生んだ８０年代、グローバル化の光と影を体現する２１世紀初頭までを描く。,アメリカガッシュウコク レキシ ニジッセイキ　アメリカガッシュウコク レキシ ニジュウイッセイキ　アメリカ合衆国 歴史 ２０世紀　アメリカ合衆国 歴史 ２１世紀,図書費,白山商会,891,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004318-06-4,50246,2020/04/15,草原の制覇 大モンゴルまで,ｿｳｹﾞﾝ ﾉ ｾｲﾊ  ﾀﾞｲ ﾓﾝｺﾞﾙ ﾏﾃﾞ,,,岩波新書　新赤版 １８０６ シリーズ中国の歴史 ３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1806 ｼﾘｰｽﾞﾁｭｳｺﾞｸﾉﾚｷｼ 3,古松 崇志／著,ﾌﾙﾏﾂ ﾀｶｼ,,222.05,ﾌ,,岩波書店,2020,226 15p,18cm,840,20014554,中国はいかにして中国になったか。五胡十六国の戦乱から大元ウルスの統一まで、騎馬軍団が疾駆し隊商が行き交う広大なユーラシア東方を舞台に展開する興亡史を描きだす。,チュウゴク レキシ　中国 歴史,図書費,白山商会,832,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004318-07-1,50268,2020/06/25,陸海の交錯 明朝の興亡,ﾘｸｶｲ ﾉ ｺｳｻｸ  ﾐﾝﾁｮｳ ﾉ ｺｳﾎﾞｳ,,,岩波新書　新赤版 １８０７ シリーズ中国の歴史 ４,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1807 ｼﾘｰｽﾞﾁｭｳｺﾞｸﾉﾚｷｼ 4,檀上 寛／著,ﾀﾞﾝｼﾞｮｳ ﾋﾛｼ,,222.058,ﾀﾞ,,岩波書店,2020,229 22p,18cm,860,20022479,海の比重が増し、南北に加え海陸の多元性が強まる時代。１４世紀の元末～清が台頭する１７世紀、３００年にわたる明の興亡を描き、中国の多元性・多様性に対して、一元化・画一化の力学がどのように働いたのかを明らかにする。,チュウゴク レキシ ミンジダイ　中国 歴史 明時代,図書費,白山商会,851,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004318-08-8,50319,2020/08/06,「中国」の形成 現代への展望,ﾁｭｳｺﾞｸ ﾉ ｹｲｾｲ  ｹﾞﾝﾀﾞｲ ｴ ﾉ ﾃﾝﾎﾞｳ,,,岩波新書　新赤版 １８０８ シリーズ中国の歴史 ５,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1808 ｼﾘｰｽﾞﾁｭｳｺﾞｸﾉﾚｷｼ 5,岡本 隆司／著,ｵｶﾓﾄ ﾀｶｼ,,222.06,ｵ,,岩波書店,2020,199 19p,18cm,820,20031403,様々な勢力が角逐する１７世紀から、東アジアに君臨した清朝が潰え、混迷の中から「中国」が姿を現す２０世紀、そして現代まで。多元と一体の狭間で「一つの中国」を夢みるに至った４００年を描く。シリーズ中国の歴史、完結。,チュウゴク レキシ シンジダイ　チュウゴク レキシ キンダイ　中国 歴史 清時代　中国 歴史 近代,図書費,白山商会,812,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004318-13-2,50238,2020/04/15,大岡信『折々のうた』選 短歌１,ｵｵｵｶﾏｺﾄ ｵﾘｵﾘ ﾉ ｳﾀ ｾﾝ ﾀﾝｶ ｲﾁ,,,岩波新書　新赤版 １８１３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1813,大岡 信／著 水原 紫苑／編,ｵｵｵｶ ﾏｺﾄ ﾐｽﾞﾊﾗ ｼｵﾝ,,911.04,ｵ,,岩波書店,2020,194p,18cm,780,20009161,詩人・大岡信のライフワーク「折々のうた」を、「俳句」「短歌」「詩と歌謡」に再編集。短歌１は、古代の「よみ人しらず」の歌人から、中世、近世、近現代の著名な歌人まで、四季の歌を収録する。,シイカ　ワカ カシュウ　詩歌　和歌 歌集,図書費,白山商会,772,新書書架,,,,,False,,,,False,,,,False,False,True,,
