978-4-087745-63-4	0000035634	2002/03/03	詩集　老世紀界隈で			伊藤　信吉	911	ｲ		集英社	2001	125	22	2002
978-4-062110-78-5	0000035635	2002/03/03	イスラム原理主義がすべてわかる本　--１００の疑問に答える--			小滝　透	312.27	ｺ		講談社	2001	217	20	2002
978-4-490105-95-7	0000035637	2002/03/21	食の３６６日話題事典			西東　秋男	383.8	ｻ		東京堂出版	2001	325	22	2002
	0000035638	2002/03/21	ハートフル・ラッピング　／包んで、結んで。／			包むファクトリー．編	385.9	ﾂ		日本文芸社	2001	127	26	2002
978-4-344001-35-0	0000035639	2002/03/21	花とみどりのことのは			ネイチャー・プロ編集室	470	ﾈ		幻冬舎	2001	191	22	2002
978-4-594032-82-1	0000035640	2002/04/22	日本人の足跡　一　／世紀を超えた「絆」求めて／			産経新聞「日本人の足跡」取材班	210	ｻ		産経新聞社	2001	592	20	2002
978-4-794211-01-9	0000035641	2002/03/21	生きるとは、希望をもつこと			フラチェスコ・アルベローニ／泉　典子．訳	934	ｱ		草思社	2002	214	20	2002
978-4-140806-58-6	0000035642	2002/03/21	収縮する世界　閉塞する日本　POST9.11			村上　龍	914.6	ﾑ		日本放送出版協会	2002	205	21	2002
4871902	0000035643	2002/03/21	臨床心理士になろう		よくわかるハンドブック	ライセンス工房２１	366	ﾗ		オーエス出版社	2001	223	19	2002
978-4-886296-24-5	0000035644	2002/04/08	宮崎駿を読む　／母性とカオスのファンタジー／			清水　正	778.77	ｼ		鳥影社	2001	250	19	2002
978-4-062573-61-0	0000035647	2002/03/21	宇宙を測る　／宇宙の果てに挑んだ天才たち／		BLUE BACKS B-1361	キティー・ファーガソン／加藤　賢一／吉本　敬子．訳	440	ｶﾞ		講談社	2002	317	18	2002
978-4-062573-62-7	0000035648	2002/03/21	論破できるか！　子どもの珍説・奇説　／親子の対話を通してはぐくむ科学的な考え方／		BLUE BACKS B-１３６２	松森　靖夫	375	ﾏ		講談社	2002	205	18	2002
978-4-062573-60-3	0000035649	2002/03/21	脳の健康　／頭によいこと、わるいこと／		BLUE BACKS B-１３６０	生田　哲	491	ｲ		講談社	2002	222	18	2002
